store_sid,store_master_code,store_last_code,store_last_name,channel_sid,customer_sid,country,region,province,city,store_type,short_name,space,b1_wh,store_branch_type,ship_to_type,b1_code,store_id,replenishment_arrival_date,location_id,open_date,last_dis_manager,status,hdetl_date,update_date,process_log_id,area,cluster,close_date,sit_code,comp_keep,source_sys,sap_customer_code,store_local_name,address1,address2,phone1,zip,phone2,store_no,subchannel
173,CHN_0573,DSBH_CHN_0573,Shanxi zhongda guoji,2,51,Mainland,YY,Shaanxi,Xian,BH,0573,278.0000,,,,,2150,,,2019-06-01 00:00:00,Owen Chen,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,278.0000,B,9999-12-31 00:00:00,,Y,Sales_Collect_JY : store_20250211042928.csv,0019072178,Shanxi zhongda guoji,,,,,,,
175,CHN_0575,DSBH_CHN_0575,ChangChun Eurasia SM,2,5,Mainland,North,Jilin,Changchun,BH,0575,308.0000,,,,,,,,2016-09-21 00:00:00,Qing Yan,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,308.0000,A,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019078973,ChangChun Eurasia SM,,,,,,,
176,CHN_0581,DSBH_CHN_0581,Kunming Parkson,2,9,Mainland,South,Yunnan,Kunming,BH,0581,90.0000,,,,,,,,2016-10-01 00:00:00,Qing Yan,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,90.0000,C,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019087569,昆明柏联百盛5楼UA专卖店,云南省昆明市五华区三市街6号柏联广场5F,,,,15912171573,,
188,CHN_0606,DSBH_CHN_0606,Shenyang Joy City SM,2,7,Mainland,North,Liaoning,Shenyang,BH,0606,457.0000,,,,,,,,2016-10-01 00:00:00,Qing Yan,Closed,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,457.0000,AA,2020-08-16 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071683,Shenyang Joy City SM,,,,,,,
199,CHN_0619,DSBH_CHN_0619,Changshu Incity SM,2,2,Mainland,East,Jiangsu,changshu,BH,0619,336.0000,,,,,,,,2016-12-17 00:00:00,Qing Yan,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,336.0000,A,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071673,Changshu Incity SM,,,,,,,
221,CHN_0652,DSBH_CHN_0652,Xuzhou Golden Eagle DS,2,2,Mainland,East,Jiangsu,Xuzhou,BH,0652,300.0000,,,,,,,,2016-12-10 00:00:00,Qing Yan,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,300.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071673,Xuzhou Golden Eagle DS,,,,,,,
226,CHN_0657,DSBH_CHN_0657R,Guiyang Estee SM,2,9,Mainland,South,Guizhou,Guiyang,BH,0657,360.0000,,,,,,,,2024-09-01 00:00:00,Qing Yan,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,360.0000,A,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019087569,贵阳逸天城,贵州省贵阳市南明区市南路42号国贸逸天城购物中心F2,,,,,,线下
234,CHN_0666,DSBH_CHN_0666R,Changchun Ouya Commercial Capi,2,5,Mainland,North,Jilin,Changchun,BH,0666,330.0000,,,,,2165,,,2018-01-01 00:00:00,Qing Yan,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,330.0000,A,9999-12-31 00:00:00,,Y,Sales_Collect_JY : store_20250211042928.csv,0019078973,Changchun Ouya Commercial Capi,,,,,,,
246,CHN_0711,DSBH_CHN_0711,Xiamen Siming Zhonghua City SM,2,1,Mainland,South,Fujian,Xiamen,BH,0711,340.0000,,,,,,,,2017-01-19 00:00:00,Qing Yan,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,340.0000,A,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071726,Xiamen Siming Zhonghua City SM,,,,,,,
255,CHN_0738,DSBH_CHN_0738,Wuhu Suning MS,2,16,Mainland,YY,Anhui,Wuhu,BH,0738,200.0000,,,,,2202,,,2017-06-10 00:00:00,Owen Chen,Closed,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,200.0000,B,2021-06-10 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071668,Wuhu Suning MS,,,,,,,
270,CHN_0809,DSBH_CHN_0809,Xiamen Robinson Shopping Plaza,2,1,Mainland,South,Fujian,Xiamen,BH,0809,180.0000,,,,,,,,2017-04-28 00:00:00,Qing Yan,Closed,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,180.0000,B,2020-04-30 00:00:00,,N,Sales_Collect_JY : store_20250211042928.csv,0019071726,Xiamen Robinson Shopping Plaza,,,,,,,
271,CHN_0810,DSBH_CHN_0810,Beijing Hanguan DS Youth,2,15,Mainland,Youth,Beijing,Beijing,BH,0810,74.0000,,,,,,,,2017-04-20 00:00:00,David Li,Closed,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,74.0000,D,2020-04-21 00:00:00,,N,Sales_Collect_JY : store_20250211042928.csv,0019071680,Beijing Hanguan DS Youth,,,,,,,
295,CHN_0866,DSBH_CHN_0866,"Shanghai New World Daimaru DS ",2,15,Mainland,Youth,Shanghai,Shanghai,BH,0866,71.0000,,,,,,,,2017-05-13 00:00:00,David Li,Closed,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,71.0000,D,2020-04-15 00:00:00,,N,Sales_Collect_JY : store_20250211042928.csv,0019071680,"Shanghai New World Daimaru DS ",,,,,,,
297,CHN_0877,DSBH_CHN_0877,Wuxi Commercial Building DS Yo,2,15,Mainland,Youth,Zhejiang,Wuxi,BH,0877,61.0000,,,,,,,,2017-08-17 00:00:00,,Closed,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,61.0000,Youth-VIP,2019-06-30 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071680,Wuxi Commercial Building DS Yo,,,,,,,
337,CHN_1012,DSBH_CHN_1012,Tianjin Jinyuanbao DS Youth,2,83,Mainland,Youth,Tianjin,Tianjin,BH,1012,80.0000,,,,,,,,2017-09-22 00:00:00,Owen Chen,Closed,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,80.0000,Youth-VIP,2021-05-09 00:00:00,,Y,Sales_Collect_JY : store_20250211042928.csv,0019075766,天津金元宝商厦,,,,,,,
340,CHN_1021,DSBH_CHN_1021,Ningbo Yinzhou Global Intime C,2,2,Mainland,East,Zhejiang,Ningbo,BH,1021,300.0000,,,,,,,,2017-09-30 00:00:00,Qing Yan,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,300.0000,A,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071673,Ningbo Yinzhou Global Intime C,,,,,,,
342,CHN_1037,DSBH_CHN_1037,"Jilin Songyuan Ningjiang Ouya ",2,7,Mainland,North,Jilin,Songyuan,BH,1037,236.0000,,,,,,,,2017-09-30 00:00:00,Qing Yan,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,236.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071683,"Jilin Songyuan Ningjiang Ouya ",,,000-0000,,00000000,,线下
352,CHN_1062,DSBH_CHN_1062,Shenyang Hunnan Mix City SM Youth,2,83,Mainland,North,Liaoning,Shenyang,BH,1062,89.0000,,,,,,,,2020-07-01 00:00:00,Owen Chen,Closed,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,89.0000,Youth-VIP,2021-01-05 00:00:00,,Y,Sales_Collect_JY : store_20250211042928.csv,0019075766,Shenyang Hunnan Mix City SM Youth,,,,,,,
355,CHN_1083,DSBH_CHN_1083,Huainan Shangzhidu SM,2,16,Mainland,YY,Anhui,Huainan,BH,1083,220.0000,,,,,,,,2017-11-10 00:00:00,Owen Chen,Closed,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,220.0000,B,2019-08-30 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071668,Huainan Shangzhidu SM,,,,,,,
364,CHN_1093,DSBH_CHN_1093,Shanxi Baoji Kaiyuan,2,51,Mainland,YY,Shaanxi,Baoji,BH,1093,191.0000,,,,,2265,,,2019-06-01 00:00:00,Owen Chen,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,191.0000,B,9999-12-31 00:00:00,,Y,Sales_Collect_JY : store_20250211042928.csv,0019072178,Shanxi Baoji Kaiyuan,,,,,,,
403,CHN_1094,DSBH_CHN_1094,Maanshan Golden?Eagle SM,2,16,Mainland,YY,Anhui,Maanshan,BH,1094,200.0000,,,,,2277,,,2017-12-22 00:00:00,Owen Chen,Closed,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,200.0000,B,2024-12-08 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071668,Maanshan Golden?Eagle SM,,,,,,,
407,CHN_1099,DSBH_CHN_1099,Anshan Tiedong Parkson DS,2,7,Mainland,North,Liaoning,Anshan,BH,1099,170.0000,,,,,,,,2017-12-11 00:00:00,Qing Yan,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,170.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071683,Anshan Tiedong Parkson DS,,,,,,,
408,CHN_1100,DSBH_CHN_1100,Nanjing Xianlin Golden Eagle S,2,2,Mainland,East,Jiangsu,Nanjing,BH,1100,390.0000,,,,,,,,2017-12-08 00:00:00,Qing Yan,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,390.0000,A,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071673,Nanjing Xianlin Golden Eagle S,,,,,,,
440,CHN_1179,DSBH_CHN_1179,Kunshan Yushan Golden Eagle DS,2,2,Mainland,East,Jiangsu,Kunshan,BH,1179,300.0000,,,,,2309,,,2018-05-31 00:00:00,Qing Yan,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,300.0000,A,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071673,Kunshan Yushan Golden Eagle DS,,,,,,,
442,CHN_1205,DSBH_CHN_1205,Changsha Hisense DS Youth,2,15,Mainland,Youth,Hunan,Changsha,BH,1205,70.0000,,,,,2307,,,2018-05-26 00:00:00,,Closed,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,70.0000,D,2020-05-31 00:00:00,,N,Sales_Collect_JY : store_20250211042928.csv,0019071680,Changsha Hisense DS Youth,,,,,,,
444,CHN_1178,DSBH_CHN_1178,"Yuncheng Yanhu Dist. Dongxing ",2,11,Mainland,North,Shanxi,Yuncheng,BH,1178,200.0000,,,,,2311,,,2018-06-02 00:00:00,Qing Yan,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,200.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071662,"Yuncheng Yanhu Dist. Dongxing ",,,,,,,
450,CHN_1216,DSBH_CHN_1216R,Hefei Luyang Intime DS BHCC relocation,2,16,Mainland,YY,Anhui,Hefei,BH,1216,135.0000,,,,,2317,,,2022-12-29 00:00:00,Owen Chen,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,135.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071668,Hefei Luyang Intime DS BHCC relocation,,,,,,,
455,CHN_1231,DSBH_CHN_1231,Qinhuangdao Maoye DS,2,8,Mainland,North,Hebei,Qinhuangdao,BH,1231,260.0000,,,,,2322,,,2018-07-13 00:00:00,Qing Yan,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,260.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071670,Qinhuangdao Maoye DS,,,,,,,
461,CHN_1233,DSBH_CHN_1233,Shiyan Wushang DS,2,321,Mainland,YY,Hubei,Shiyan,BH,1233,200.0000,,,,,2328,,,2019-06-01 00:00:00,Owen Chen,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,200.0000,B,9999-12-31 00:00:00,,Y,Sales_Collect_JY : store_20250211042928.csv,0019081196,Shiyan Wushang DS,,,,,,,
593,CHN_1114,DSBH_CHN_1114,Xi'an Mosaic Square SM,2,51,Mainland,YY,Shaanxi,Xian,BH,1114,324.0000,,,,,2339,,,2019-06-01 00:00:00,Owen Chen,Closed,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,324.0000,A,2020-04-30 00:00:00,,Y,Sales_Collect_JY : store_20250211042928.csv,0019072178,Xi'an Mosaic Square SM,,,,,,,
600,CHN_1314,DSBH_CHN_1314,Hangzhou Xiacheng Wulin Intime,2,47,Mainland,Youth,Zhejiang,Hangzhou,BH,1314,127.0000,,,,,2346,,,2018-09-15 00:00:00,,Closed,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,127.0000,Youth-VIP,2019-01-30 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071646,Hangzhou Xiacheng Wulin Intime,,,,,,,
608,CHN_1243,DSBH_CHN_1243,Tianjin M Plaza SM Youth,2,15,Mainland,Youth,Tianjin,Tianjin,BH,1243,85.0000,,,,,2354,,,2018-10-01 00:00:00,Blair Chen,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,85.0000,C,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071680,Tianjin M Plaza SM Youth,,,,,,,
610,CHN_1309,DSBH_CHN_1309,Tonghua Dongchang Dist.Ouya DS,2,7,Mainland,North,Jilin,Tonghua,BH,1309,262.0000,,,,,2355,,,2018-10-28 00:00:00,Qing Yan,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,262.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071683,Tonghua Dongchang Dist.Ouya DS,,,,,,,
617,CHN_1223,DSBH_CHN_1223,Zhengzhou Zhenghong,2,18,Mainland,YY,Henan,Zhengzhou,BH,1223,300.0000,,,,,2361,,,2018-11-17 00:00:00,Owen Chen,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,300.0000,A,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071678,Zhengzhou Zhenghong,,,,,,,
619,CHN_1249,DSBH_CHN_1249,Shijiazhuang Mix City SM,2,8,Mainland,North,Hebei,Shijiazhuang,BH,1249,80.0000,,,,,2364,,,2018-11-10 00:00:00,Qing Yan,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,80.0000,C,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071670,Shijiazhuang Mix City SM,,,,,,,
623,CHN_1257,DSBH_CHN_1257,UNDER ARMOUR 泸州华润万象汇店,2,6,Mainland,West,Sichuan,Luzhou,BH,1257,196.0000,,,,,2369,,,2018-11-18 00:00:00,Qing Yan,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,196.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071658,泸州华润万象汇店,四川省泸州市江阳区康城路一段一号华润万象汇A馆第B1层B105号UnderArmour商铺,,,,18383084352,,
625,CHN_1256,DSBH_CHN_1256,Harbin Daoli Dist. Central Ave,2,7,Mainland,North,Heilongjiang,Harbin,BH,1256,1132.0000,,,,,1256,,,2018-12-02 00:00:00,Qing Yan,Closed,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,138839,1132.0000,VIP,2020-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071683,Harbin Daoli Dist. Central Ave,,,,,,,
631,CHN_1264,DSBH_CHN_1264,Xintai Beiguo SM,2,8,Mainland,North,Hebei,Xintai,BH,1264,309.0000,,,,,2370,,,2018-11-27 00:00:00,Qing Yan,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,309.0000,A,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071670,Xintai Beiguo SM,,,,,,,
640,CHN_1339,DSBH_CHN_1339,Yangzhou Colorful World Youth,2,15,Mainland,Youth,Jiangsu,Yangzhou,BH,1339,76.0000,,,,,2388,,,2018-12-23 00:00:00,,Closed,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,76.0000,Youth-VIP,2020-04-26 00:00:00,,N,Sales_Collect_JY : store_20250211042928.csv,0019071680,Yangzhou Colorful World Youth,,,,,,,
644,CHN_1287,DSBH_CHN_1287,Shanghai Pudong L+ Mall SM You,2,15,Mainland,Youth,Shanghai,Shanghai,BH,1287,55.0000,,,,,2394,,,2018-12-23 00:00:00,,Closed,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,55.0000,Youth-VIP,2020-03-31 00:00:00,,N,Sales_Collect_JY : store_20250211042928.csv,0019071680,Shanghai Pudong L+ Mall SM You,,,,,,,
648,CHN_1350,DSBH_CHN_1350R,Hefei Binhu Shiji Jinyuan Relocation,2,16,Mainland,YY,Anhui,Hefei,BH,1350,127.0000,,,,,,,,2020-03-21 00:00:00,Owen Chen,Closed,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,127.0000,C,2024-05-31 00:00:00,,Y,Sales_Collect_JY : store_20250211042928.csv,0019071668,Hefei Binhu Shiji Jinyuan Relocation,,,,,,,
651,CHN_1384,DSBH_CHN_1384,Quanzhou Chengdong Wanda SM,2,1,Mainland,South,Fujian,Quanzhou,BH,1384,199.0000,,,,,2385,,,2018-12-22 00:00:00,Qing Yan,Closed,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,199.0000,B,2025-01-12 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071726,Quanzhou Chengdong Wanda SM,,,,,,,
653,CHN_1338,DSBH_CHN_1338,Qiqihar Longsha DS,2,7,Mainland,North,Heilongjiang,Qiqihaer,BH,1338,256.0000,,,,,2397,,,2018-12-28 00:00:00,Qing Yan,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,256.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071683,Qiqihar Longsha DS,,,000-0000,,00000000,,线下
655,CHN_1349,DSBH_CHN_1349,Ningbo Cixi Wuyue,2,2,Mainland,East,Zhejiang,Ningbo,BH,1349,284.0000,,,,,2399,,,2018-12-29 00:00:00,Qing Yan,Closed,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,284.0000,B,2024-04-01 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071673,Ningbo Cixi Wuyue,,,,,,,
663,CHN_1298,DSBH_CHN_1298,Zibo Zhangdian Inzone DS,2,20,Mainland,YY,Shandong,Zibo,BH,1298,300.0000,,,,,,,,2019-09-01 00:00:00,Owen Chen,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,300.0000,A,9999-12-31 00:00:00,,Y,Sales_Collect_JY : store_20250211042928.csv,0019071674,Zibo Zhangdian Inzone DS,,,,,,,
668,CHN_PDNS,DSBH_CHN_PDNS,FP TBD Store target upload,2,50,Mainland,North,Shanghai,Shanghai,BH,PDNS,200.0000,,,,,2429,,,2019-01-28 00:00:00,0,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,200.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,,FP TBD Store target upload,,,,,,,
675,CHN_NS06,DSBH_CHN_NS06,HB SEGO new store target uploa,2,7,Mainland,North,Heilongjiang,Harbin,BH,NS06,200.0000,,,,,2411,,,2019-01-28 00:00:00,Qing Yan,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,200.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071683,HB SEGO new store target uploa,,,,,,,
682,CHN_NS13,DSBH_CHN_NS13,Urumqi ZH new store target upl,2,12,Mainland,West,Xinjiang,Urumqi,BH,NS13,200.0000,,,,,2418,,,2019-01-28 00:00:00,Qing Yan,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,200.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071661,Urumqi ZH new store target upl,,,,,,,
713,CHN_1489,DSBH_CHN_1489,Hefei Baida CBD SM Youth,2,16,Mainland,YY,Anhui,Hefei,BH,1489,90.0000,,,,,2212,,,2019-05-15 00:00:00,Owen Chen,Closed,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,90.0000,Youth-VIP,2020-01-11 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071668,Hefei Baida CBD SM Youth,,,,,,,
722,CHN_1426,DSBH_CHN_1426,Beijing Chanping Longde SM,2,5,Mainland,North,Beijing,Beijing,BH,1426,211.0000,,,,,2219,,,2019-06-06 00:00:00,Qing Yan,Closed,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,211.0000,B,2022-06-30 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019078973,Beijing Chanping Longde SM,,,,,,,
728,CHN_1439,DSBH_CHN_1439,Hefei Feidong Wuyue Plaza SM,2,16,Mainland,YY,Anhui,Hefei,BH,1439,172.0000,,,,,,,,2019-06-22 00:00:00,Owen Chen,Closed,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,172.0000,B,2019-08-22 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071668,Hefei Feidong Wuyue Plaza SM,,,,,,,
732,CHN_1484,DSBH_CHN_1484,Wuxi Sunac Wanda SM,2,2,Mainland,East,Jiangsu,Wuxi,BH,1484,350.0000,,,,,,,,2019-06-28 00:00:00,Qing Yan,Closed,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,350.0000,A,2023-05-08 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071673,Wuxi Sunac Wanda SM,,,000-0000,,00000000,,线下
741,CHN_1522,DSFH_CHN_1522,Taiyuan Yingze Wangfujing Outl,2,11,Mainland,North,Shanxi,Taiyuan,FH,1522,173.0000,,,,,,,,2019-07-25 00:00:00,Qing Yan,Open,2025-02-11 13:32:26.95741,2025-02-11 05:34:12.378784,-1,173.0000,OL,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250211042928.csv,0019071662,Taiyuan Yingze Wangfujing Outl,,,,,,,
