ds_sid,date_sid,store_sid,date_code,store_master_code,store_code,store_name,short_name,channel,store_type,country,region,province,city,address1,address2,address3,latitude,longitude,zip_code,customer_code,customer_name,customer_sort,warehouse_code,warehouse_name,district_manager,pin_code,b1_code,fms_site_code,sit_code,sap_customer_code,area,cluster,open_date,close_date,open_flag,keep_comp,comp_flag,finance_comp,active_flag,source_interface,source_sys,hdetl_date,store_local_name,phone1,phone2,store_no,subchannel,door_type,end_partner,customer_group
20250220003522,45706,3522,2025-02-20 00:00:00,CHN_2956,DSBH_CHN_2956,Wuhan Wuchang Mixc SM BHCC EVO,2956,FP,BH,Mainland,YY,Hubei,Wuhan,,,,,,,138,YY-CS,,,,Owen Chen,,,,,0019081196,147.0000,C,2024-05-18 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Wuhan Wuchang Mixc SM BHCC EVO,,,,线下,,,
20250220003523,45706,3523,2025-02-20 00:00:00,CHN_2926,DSBH_CHN_2926,Jinan Licheng Honglou Inzone DS BHCC,2926,FP,BH,Mainland,YY,Shandong,Jinan,,,,,,,119,YY-QD,,,,Owen Chen,,,,,0019071674,176.0000,B,2024-05-01 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Jinan Licheng Honglou Inzone DS BHCC,,,,线下,,,
20250220003524,45706,3524,2025-02-20 00:00:00,CHN_2929,DSFH_CHN_2929,Beijing Haidian Maple Blue International FHHT,2929,FP,FH,Mainland,North,Beijing,Beijing,,,,,,,104,HNTG,,,,Qing Yan,,,,,0019078973,150.0000,OL,2024-05-11 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Beijing Haidian Maple Blue International FHHT,,,,线下,,,
20250220003525,45706,3525,2025-02-20 00:00:00,CHN_2891,DSBH_CHN_2891,Liaoyuan Longshan Ouya DS BHCC EVO,2891,FP,BH,Mainland,North,Jilin,Liaoyuan,,,,,,,106,HARBIN SEGO,,,,Qing Yan,,,,,0019071683,223.0000,B,2024-04-18 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Liaoyuan Longshan Ouya DS BHCC EVO,,,,线下,,,
20250220003528,45706,3528,2025-02-20 00:00:00,CHN_2865,DSBH_CHN_2865,Changzhou Tianning Mix City SM BHCC EVO,2865,FP,BH,Mainland,East,Jiangsu,Changzhou,,,,,,,101,SH Sparkling,,,,Qing Yan,,,,,0019071673,128.0000,C,2024-05-30 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Changzhou Tianning Mix City SM BHCC EVO,,,,线下,,,
20250220003529,45706,3529,2025-02-20 00:00:00,CHN_2950,DSFH_CHN_2950,Hangzhou Qiantang AEON Outlets FHHT,2950,FP,FH,Mainland,East,Zhejiang,Hangzhou,,,,,,,101,SH Sparkling,,,,Qing Yan,,,,,0019071673,289.0000,OL,2024-06-01 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Hangzhou Qiantang AEON Outlets FHHT,,,,线下,,,
20250220003530,45706,3530,2025-02-20 00:00:00,CHN_2932,DSBH_CHN_2932,Beijing Dongcheng Wangfujing DS BHCC EVO,2932,FP,BH,Mainland,North,Beijing,Beijing,,,,,,,104,HNTG,,,,Qing Yan,,,,,0019078973,200.0000,B,2024-06-06 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Beijing Dongcheng Wangfujing DS BHCC EVO,,,,线下,,,
20250220003532,45706,3532,2025-02-20 00:00:00,CHN_2982,DSBH_CHN_2982,Datong Pingcheng Parkson DS Youth,2982,FP,BH,Mainland,North,Shanxi,Datong,,,,,,,135,Ulee,,,,,,,,,0019075766,93.0000,,2024-05-31 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,大同市平城区百盛购物中心童装,,,,线下,,,
20250220003533,45706,3533,2025-02-20 00:00:00,CHN_2966,DSBH_CHN_2966,Ningbo Yinzhou Incity SM Youth,2966,FP,BH,Mainland,East,Zhejiang,Ningbo,,,,,,,135,Ulee,,,,,,,,,0019075766,70.0000,,2024-05-25 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,宁波鄞州印象城童装,,,,线下,,,
20250220003534,45706,3534,2025-02-20 00:00:00,CHN_2968,DSFH_CHN_2968,Chongqing Jiangbei New Century Sunshine Outlets Youth,2968,FP,FH,Mainland,South,Chongqing,Chongqing,,,,,,,135,Ulee,,,,,,,,,0019075766,95.0000,,2024-05-10 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,重庆江北阳光世纪奥莱童装,,,,线下,,,
20250220003535,45706,3535,2025-02-20 00:00:00,CHN_2967,DSBH_CHN_2967,Changzhou Tianning District Mix City SM Youth,2967,FP,PF,Mainland,East,Jiangsu,Changzhou,,,,,,,135,Ulee,,,,,,,,,0019075766,85.0000,,2024-05-20 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,常州天宁区万象城童装,,,,线下,,,
20250220003536,45706,3536,2025-02-20 00:00:00,CHN_2983,DSBH_CHN_2983,Jincheng The New Times Square of Fengzhan DS Youth,2983,FP,BH,Mainland,North,Shanxi,Jincheng,,,,,,,135,Ulee,,,,,,,,,0019075766,100.0000,,2024-05-31 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,晋城凤展新时代广场童装,,,,线下,,,
20250220003537,45706,3537,2025-02-20 00:00:00,CHN_2945,DSFH_CHN_2945,Xi'an Baqiao Sasseur Outlets FH Youth,2945,FP,FH,Mainland,West,Shaanxi,Xian,,,,,,,135,Ulee,,,,,,,,,0019075766,127.0000,,2024-05-25 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,陕西西安灞桥区砂之船童装,,,,线下,,,
20250220003538,45706,3538,2025-02-20 00:00:00,CHN_2991,DSBH_CHN_2991,Kunming Panlong Tongde Plaza SM Youth,2991,FP,BH,Mainland,South,Yunnan,Kunming,,,,,,,135,Ulee,,,,,,,,,0019075766,110.0000,,2024-06-20 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,昆明盘龙区同德购物中心童装,,,,线下,,,
20250220003539,45706,3539,2025-02-20 00:00:00,CHN_2997,DSBH_CHN_2997,Beijing Chaoyang SOLANA SM Youth,2997,FP,BH,Mainland,North,Beijing,Beijing,,,,,,,135,Ulee,,,,,,,,,0019075766,139.0000,,2024-06-30 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,北京市朝阳区蓝色港湾童装,,,,线下,,,
20250220003542,45706,3542,2025-02-20 00:00:00,CHN_2958,DSBH_CHN_2958,Wuxi Jiangyin Yaohan DS BHCC EVO,2958,FP,BH,Mainland,YY,Jiangsu,Wuxi,,,,,,,144,YY-WX,,,,Owen Chen,,,,,0019084326,75.0000,C,2024-06-22 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Wuxi Jiangyin Yaohan DS BHCC EVO,,,,线下,,,
20250220003543,45706,3543,2025-02-20 00:00:00,CHN_TP35,DSBH_CHN_TP35,YYNJ group sale,TP35,FP,BH,Mainland,YY,Jiangsu,Nanjing,,,,,,,146,YY-NJ,,,,Owen Chen,,,,,0019086387,0.0000,,2024-06-01 00:00:00,9999-12-31 00:00:00,Open,N,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,YYNJ group sale,,,,,,,
20250220003544,45706,3544,2025-02-20 00:00:00,CHN_2957,DSBH_CHN_2957,Weihai Rongcheng Kowloon City SM BHCC EVO,2957,FP,BH,Mainland,YY,Shandong,Weihai,,,,,,,119,YY-QD,,,,Owen Chen,,,,,0019071674,182.0000,B,2024-06-15 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Weihai Rongcheng Kowloon City SM BHCC EVO,,,,线下,,,
20250220003545,45706,3545,2025-02-20 00:00:00,CHN_2962,DSBH_CHN_2962,Dazhou Dachuan Shenhua Plaza SM BHCC EVO,2962,FP,BH,Mainland,West,Sichuan,Dazhou,,,,,,,105,CQ-BLUE RIDGE,,,,Qing Yan,,,,,0019071658,150.0000,B,2024-07-05 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Dazhou Dachuan Shenhua Plaza SM BHCC EVO,,,,线下,,,
20250220003546,45706,3546,2025-02-20 00:00:00,CHN_2971,DSBH_CHN_2971,Jinhua Wucheng Yongsheng SM BHCC EVO,2971,FP,BH,Mainland,East,Zhejiang,Jinhua,,,,,,,101,SH Sparkling,,,,Qing Yan,,,,,0019071673,306.0000,A,2024-07-06 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Jinhua Wucheng Yongsheng SM BHCC EVO,,,,线下,,,
20250220003547,45706,3547,2025-02-20 00:00:00,CHN_2936,DSBH_CHN_2936,Suzhou Xiangcheng Rainbow DS BHCC EVO,2936,FP,BH,Mainland,YY,Jiangsu,Suzhou,,,,,,,144,YY-WX,,,,Owen Chen,,,,,0019084326,190.0000,B,2024-07-05 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250223133924.csv,2025-02-23 22:31:27.242325,Suzhou Xiangcheng Rainbow DS BHCC EVO,,,,线下,,,
