store_sid,store_master_code,store_last_code,store_last_name,channel_sid,customer_sid,country,region,province,city,store_type,short_name,space,b1_wh,store_branch_type,ship_to_type,b1_code,store_id,replenishment_arrival_date,location_id,open_date,last_dis_manager,status,hdetl_date,update_date,process_log_id,area,cluster,close_date,sit_code,comp_keep,source_sys,sap_customer_code,store_local_name,address1,address2,phone1,zip,phone2,store_no,subchannel,door_type,end_partner,customer_group
2630,2022-FH-17,2022-FH-17,Xuzhou outlets,3,22,Mainland,East_Other,Jiangsu,Xuzhou,FH,,,,,,,,,,2022-10-15 00:00:00,,Open,2022-01-20 13:02:18.127,2022-01-21 13:37:21.937,201325,300,,,2022-FH-17,,EDC_STORE_OO_CN20220120110316-2538,,,,,,,,,,,,
2633,2023-FH-6,2023-FH-6,2023-FH-6,3,22,Mainland,Dummy,,,FH,,,,,,,,,,2023-09-15 00:00:00,,Open,2022-01-20 13:02:18.127,2022-01-21 13:37:21.937,201325,350,,,2023-FH-6,,EDC_STORE_OO_CN20220120110316-2538,,,,,,,,,,,,
2632,2023-FH-3,2023-FH-3,2023-FH-3,3,22,Mainland,Dummy,,,FH,,,,,,,,,,2023-06-15 00:00:00,,Open,2022-01-20 13:02:18.127,2022-01-21 13:37:21.937,201325,350,,,2023-FH-3,,EDC_STORE_OO_CN20220120110316-2538,,,,,,,,,,,,
2636,2022-FH-12,2022-FH-12,Changzhou Dino Outlets,3,22,Mainland,East_Other,Jiangsu,Changzhou,FH,,,,,,,,,,2022-09-15 00:00:00,,Open,2022-01-20 13:02:18.127,2022-01-21 13:37:21.937,201325,250,,,2022-FH-12,,EDC_STORE_OO_CN20220120110316-2538,,,,,,,,,,,,
2631,2023-FH-10,2023-FH-10,2023-FH-10,3,22,Mainland,Dummy,,,FH,,,,,,,,,,2023-12-15 00:00:00,,Open,2022-01-20 13:02:18.127,2022-01-21 13:37:21.937,201325,350,,,2023-FH-10,,EDC_STORE_OO_CN20220120110316-2538,,,,,,,,,,,,
2642,2023-FH-2,2023-FH-2,2023-FH-2,3,22,Mainland,Dummy,,,FH,,,,,,,,,,2023-06-15 00:00:00,,Open,2022-01-20 13:02:18.127,2022-01-21 13:37:21.937,201325,350,,,2023-FH-2,,EDC_STORE_OO_CN20220120110316-2538,,,,,,,,,,,,
2637,2022-FH-15,2022-FH-15,Shijiazhuang Sasseur,3,22,Mainland,North,Hebei,Shijiazhuang,FH,,,,,,,,,,2022-09-15 00:00:00,,Open,2022-01-20 13:02:18.127,2022-01-21 13:37:21.937,201325,300,,,2022-FH-15,,EDC_STORE_OO_CN20220120110316-2538,,,,,,,,,,,,
2643,2023-FH-7,2023-FH-7,2023-FH-7,3,22,Mainland,Dummy,,,FH,,,,,,,,,,2023-09-15 00:00:00,,Open,2022-01-20 13:02:18.127,2022-01-21 13:37:21.937,201325,350,,,2023-FH-7,,EDC_STORE_OO_CN20220120110316-2538,,,,,,,,,,,,
2648,2023-FH-9,2023-FH-9,2023-FH-9,3,22,Mainland,Dummy,,,FH,,,,,,,,,,2023-12-15 00:00:00,,Open,2022-01-20 13:02:18.127,2022-01-21 13:37:21.937,201325,350,,,2023-FH-9,,EDC_STORE_OO_CN20220120110316-2538,,,,,,,,,,,,
2646,2022-FH-14,2022-FH-14,Shanghai Sasseur,3,22,Mainland,East_SH,Shanghai,Shanghai,FH,,,,,,,,,,2022-09-15 00:00:00,,Open,2022-01-20 13:02:18.127,2022-01-21 13:37:21.937,201325,300,,,2022-FH-14,,EDC_STORE_OO_CN20220120110316-2538,,,,,,,,,,,,
2649,2024-FH-1,2024-FH-1,2024-FH-1,3,22,Mainland,Dummy,,,FH,,,,,,,,,,2024-03-15 00:00:00,,Open,2022-01-20 13:02:18.127,2022-01-21 13:37:21.937,201325,350,,,2024-FH-1,,EDC_STORE_OO_CN20220120110316-2538,,,,,,,,,,,,
2654,2022-FH-13,2022-FH-13,Nanjing Jiangbei Sasseur,3,22,Mainland,East_Other,Jiangsu,Nanjing,FH,,,,,,,,,,2022-09-15 00:00:00,,Open,2022-01-20 13:02:18.127,2022-01-21 13:37:21.937,201325,300,,,2022-FH-13,,EDC_STORE_OO_CN20220120110316-2538,,,,,,,,,,,,
2641,2021-FH-10,2021-FH-10,Xi'an Sasseur Outlets,3,22,Mainland,South,Shanxi,Xi'an,FH,,,,,,,,,,2022-10-15 00:00:00,South-4,Open,2022-01-20 13:02:18.127,2022-01-21 13:37:21.937,201325,295,,,2021-FH-10,,EDC_STORE_OO_CN20220120110316-2538,,,,,,,,,,,,
2628,2022-FH-16,2022-FH-16,Dummy FH,3,22,Mainland,North,Ningxia Hui Autonomous Region,Yinchuan,FH,,,,,,,,,,2022-12-15 00:00:00,,Open,2022-01-20 13:02:18.127,2022-01-21 13:37:21.937,201325,300,,,2022-FH-16,,EDC_STORE_OO_CN20220120110316-2538,,,,,,,,,,,,
2647,2023-FH-5,2023-FH-5,2023-FH-5,3,22,Mainland,Dummy,,,FH,,,,,,,,,,2023-09-15 00:00:00,,Open,2022-01-20 13:02:18.127,2022-01-21 13:37:21.937,201325,350,,,2023-FH-5,,EDC_STORE_OO_CN20220120110316-2538,,,,,,,,,,,,
2634,2023-FH-8,2023-FH-8,2023-FH-8,3,22,Mainland,Dummy,,,FH,,,,,,,,,,2023-09-15 00:00:00,,Open,2022-01-20 13:02:18.127,2022-01-21 13:37:21.937,201325,350,,,2023-FH-8,,EDC_STORE_OO_CN20220120110316-2538,,,,,,,,,,,,
2655,2023-FH-4,2023-FH-4,2023-FH-4,3,22,Mainland,Dummy,,,FH,,,,,,,,,,2023-06-15 00:00:00,,Open,2022-01-20 13:02:18.127,2022-01-21 13:37:21.937,201325,350,,,2023-FH-4,,EDC_STORE_OO_CN20220120110316-2538,,,,,,,,,,,,
2638,2023-FH-1,2023-FH-1,2023-FH-1,3,22,Mainland,Dummy,,,FH,,,,,,,,,,2023-03-15 00:00:00,,Open,2022-01-20 13:02:18.127,2022-01-21 13:37:21.937,201325,350,,,2023-FH-1,,EDC_STORE_OO_CN20220120110316-2538,,,,,,,,,,,,
2652,2023-BH-2,2023-BH-2,2023-BH-2,3,22,Mainland,Dummy,,,BH,,,,,,,,,,2023-06-15 00:00:00,,Open,2022-01-20 13:02:18.127,2022-01-21 13:37:21.937,201325,150,,,2023-BH-2,,EDC_STORE_OO_CN20220120110316-2538,,,,,,,,,,,,
2457,CHN_1873,UABH_CHN_1873,UABH_CHN_1873-Upload,3,22,Mainland,Others,,,FH,,,,,,,,,,2021-01-01 00:00:00,,Open,2021-10-19 11:33:12.193,2022-01-20 04:17:20.337,201048,,,,,,EDC_STORE_OO_CN20220113104453-2518,,,,,,,,,,,,
2545,2021-FH-41,2021-FH-41,Shenzhen Shanshan outlets,3,22,Mainland,South,,Shenzhen,FH,,,,,,,,,,2022-04-30 00:00:00,,Open,2021-12-04 11:33:22.487,2022-01-20 04:17:20.337,201048,497,,,,,EDC_STORE_OO_CN20220113104453-2518,,,,,,,,,,,,
2463,CHN_1886,UAFH_CHN_1886,Shenyang Longemont Mall-Upload,3,22,Mainland,North,,,FH,,,,,,,,,,2021-01-01 00:00:00,North-1,Open,2021-10-19 11:33:12.193,2022-01-20 04:17:20.337,201048,,,,,,EDC_STORE_OO_CN20220113104453-2518,,,,,,,,,,,,
361,EC-TmallRun,EC-TmallRun,TmallRun,1,23,Mainland,EC,,EC,EC-CN,,,,,,,,,,2017-04-19 00:00:00,,closed,2017-12-01 10:37:19,2020-06-30 16:31:46.96,26197,#N/A,NULL,2018-12-31 00:00:00,,,ALLOCATION,,,,,,,,,,,,
357,EC-CN,EC-CN,CN,1,23,Mainland,EC,,EC,EC-CN,,,,,,,,,,2015-12-31 00:00:00,,closed,2017-12-01 10:37:19,2020-06-30 16:31:46.96,26197,#N/A,NULL,2018-12-31 00:00:00,,,ALLOCATION,,,,,,,,,,,,
371,CHN_1119,DSSIS_CHN_1119,Chengdu Wanda Plaza Youth,2,15,Mainland,West,Sichuan,Chengdu,SIS,,,,,,,,,,2017-12-23 00:00:00,David Li,open,2017-12-15 00:04:43,2020-06-30 16:31:46.96,26197,20,NULL,,,,ALLOCATION,19071680,,,,,,,,,,,
359,EC-JD,EC-JD,JD,1,23,Mainland,EC,,EC,EC-CN,,,,,,,,,,2015-12-31 00:00:00,,closed,2017-12-01 10:37:19,2020-06-30 16:31:46.96,26197,#N/A,NULL,2018-12-31 00:00:00,,,ALLOCATION,,,,,,,,,,,,
422,EC-JD-training,EC-JD-training,JD training,1,23,Mainland,EC,,EC,EC-CN,,,,,,,6001,,,2018-03-12 00:00:00,,closed,2018-03-20 07:53:18,2020-06-30 16:31:46.96,26197,#N/A,NULL,2018-12-31 00:00:00,,,ALLOCATION,,,,,,,,,,,,
381,CHN_0985,DSBH_CHN_0985,Handan Letai City SM,2,8,Mainland,North,Hebei,Handan,BH,,,,,,,,,,2018-03-30 00:00:00,Benson Zhang,open,2017-12-15 00:04:43,2020-06-30 16:31:46.96,26197,226,B,,,,ALLOCATION,19071670,,,,,,,,,,,
586,EC-Kaola,EC-Kaola,Kaola-wyb-CNY,1,23,Mainland,EC,,EC,EC-CN,,,,,,,,,,2018-09-12 00:00:00,,closed,2018-09-14 08:57:54,2020-06-30 16:31:46.96,26197,#N/A,NULL,2018-12-31 00:00:00,,,ALLOCATION,,,,,,,,,,,,
421,EC-JD-training-CNY,EC-JD-training-CNY,JD training-CNY,1,23,Mainland,EC,,EC,EC-CN,,,,,,,6001,,,,,closed,2018-03-16 18:40:22,2020-06-30 16:31:46.96,26197,,,2018-12-31 00:00:00,,,ALLOCATION,,,,,,,,,,,,
360,EC-Tmall,EC-Tmall,Tmall,1,23,Mainland,EC,,EC,EC-CN,,,,,,,,,,2017-04-19 00:00:00,,closed,2017-12-01 10:37:19,2020-06-30 16:31:46.96,26197,#N/A,NULL,2018-12-31 00:00:00,,,ALLOCATION,,,,,,,,,,,,
973,B2B GENERAL-CNY,B2B GENERAL-CNY,B2B GENERAL-CNY,1,23,Mainland,EC,,EC,EC-CN,,,,,,,,,,2019-01-01 00:00:00,,closed,2020-04-02 15:31:10.77,2020-06-30 16:31:46.96,26197,,,2018-12-31 00:00:00,,,ALLOCATION,,,,,,,,,,,,
975,EC-Wechat,EC-Wechat,EC-Wechat,1,23,Mainland,EC,,EC,EC-CN,,,,,,,,,,2019-01-01 00:00:00,,closed,2020-04-02 15:31:10.77,2020-06-30 16:31:46.96,26197,,,2018-12-31 00:00:00,,,ALLOCATION,,,,,,,,,,,,
