date_sid,date_code,date_name,week_id,weekday_id,weekday_name,month_id,month_name,quarter_id,quarter_name,year_id,year_name,sales_season,inbound_season,outbound_season,inbound_carry_over,outbound_carry_over,fin_year_id,fin_month_id,month_id_desc,fin_quarter_id,fin_week_id,fin_lwk_date_code,fin_lwk_date_name
45982,2025-11-23 00:00:00,20251123,202634,1,Sunday,202511,November,202504,4,2025,2025,FW25,,,SS26,FW25,2026,202608,2025Nov,202603,202634,2024-11-24 00:00:00,20241124
45981,2025-11-22 00:00:00,20251122,202633,7,Saturday,202511,November,202504,4,2025,2025,FW25,,,SS26,FW25,2026,202608,2025Nov,202603,202633,2024-11-23 00:00:00,20241123
45980,2025-11-21 00:00:00,20251121,202633,6,Friday,202511,November,202504,4,2025,2025,FW25,,,SS26,FW25,2026,202608,2025Nov,202603,202633,2024-11-22 00:00:00,20241122
45979,2025-11-20 00:00:00,20251120,202633,5,Thursday,202511,November,202504,4,2025,2025,FW25,,,SS26,FW25,2026,202608,2025Nov,202603,202633,2024-11-21 00:00:00,20241121
45978,2025-11-19 00:00:00,20251119,202633,4,Wednesday,202511,November,202504,4,2025,2025,FW25,,,SS26,FW25,2026,202608,2025Nov,202603,202633,2024-11-20 00:00:00,20241120
45977,2025-11-18 00:00:00,20251118,202633,3,Tuesday,202511,November,202504,4,2025,2025,FW25,,,SS26,FW25,2026,202608,2025Nov,202603,202633,2024-11-19 00:00:00,20241119
45976,2025-11-17 00:00:00,20251117,202633,2,Monday,202511,November,202504,4,2025,2025,FW25,,,SS26,FW25,2026,202608,2025Nov,202603,202633,2024-11-18 00:00:00,20241118
45975,2025-11-16 00:00:00,20251116,202633,1,Sunday,202511,November,202504,4,2025,2025,FW25,,,SS26,FW25,2026,202608,2025Nov,202603,202633,2024-11-17 00:00:00,20241117
45974,2025-11-15 00:00:00,20251115,202632,7,Saturday,202511,November,202504,4,2025,2025,FW25,,,SS26,FW25,2026,202608,2025Nov,202603,202632,2024-11-16 00:00:00,20241116
45973,2025-11-14 00:00:00,20251114,202632,6,Friday,202511,November,202504,4,2025,2025,FW25,,,SS26,FW25,2026,202608,2025Nov,202603,202632,2024-11-15 00:00:00,20241115
45972,2025-11-13 00:00:00,20251113,202632,5,Thursday,202511,November,202504,4,2025,2025,FW25,,,SS26,FW25,2026,202608,2025Nov,202603,202632,2024-11-14 00:00:00,20241114
45971,2025-11-12 00:00:00,20251112,202632,4,Wednesday,202511,November,202504,4,2025,2025,FW25,,,SS26,FW25,2026,202608,2025Nov,202603,202632,2024-11-13 00:00:00,20241113
45970,2025-11-11 00:00:00,20251111,202632,3,Tuesday,202511,November,202504,4,2025,2025,FW25,,,SS26,FW25,2026,202608,2025Nov,202603,202632,2024-11-12 00:00:00,20241112
45969,2025-11-10 00:00:00,20251110,202632,2,Monday,202511,November,202504,4,2025,2025,FW25,,,SS26,FW25,2026,202608,2025Nov,202603,202632,2024-11-11 00:00:00,20241111
45968,2025-11-09 00:00:00,20251109,202632,1,Sunday,202511,November,202504,4,2025,2025,FW25,,,SS26,FW25,2026,202608,2025Nov,202603,202632,2024-11-10 00:00:00,20241110
45967,2025-11-08 00:00:00,20251108,202631,7,Saturday,202511,November,202504,4,2025,2025,FW25,,,SS26,FW25,2026,202608,2025Nov,202603,202631,2024-11-09 00:00:00,20241109
45966,2025-11-07 00:00:00,20251107,202631,6,Friday,202511,November,202504,4,2025,2025,FW25,,,SS26,FW25,2026,202608,2025Nov,202603,202631,2024-11-08 00:00:00,20241108
45965,2025-11-06 00:00:00,20251106,202631,5,Thursday,202511,November,202504,4,2025,2025,FW25,,,SS26,FW25,2026,202608,2025Nov,202603,202631,2024-11-07 00:00:00,20241107
45964,2025-11-05 00:00:00,20251105,202631,4,Wednesday,202511,November,202504,4,2025,2025,FW25,,,SS26,FW25,2026,202608,2025Nov,202603,202631,2024-11-06 00:00:00,20241106
45963,2025-11-04 00:00:00,20251104,202631,3,Tuesday,202511,November,202504,4,2025,2025,FW25,,,SS26,FW25,2026,202608,2025Nov,202603,202631,2024-11-05 00:00:00,20241105
45962,2025-11-03 00:00:00,20251103,202631,2,Monday,202511,November,202504,4,2025,2025,FW25,,,SS26,FW25,2026,202608,2025Nov,202603,202631,2024-11-04 00:00:00,20241104
45961,2025-11-02 00:00:00,20251102,202631,1,Sunday,202511,November,202504,4,2025,2025,FW25,,,SS26,FW25,2026,202608,2025Nov,202603,202631,2024-11-03 00:00:00,20241103
45960,2025-11-01 00:00:00,20251101,202630,7,Saturday,202511,November,202504,4,2025,2025,FW25,,,SS26,FW25,2026,202608,2025Nov,202603,202630,2024-11-02 00:00:00,20241102
45959,2025-10-31 00:00:00,20251031,202630,6,Friday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202630,2024-11-01 00:00:00,20241101
45958,2025-10-30 00:00:00,20251030,202630,5,Thursday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202630,2024-10-31 00:00:00,20241031
45957,2025-10-29 00:00:00,20251029,202630,4,Wednesday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202630,2024-10-30 00:00:00,20241030
45956,2025-10-28 00:00:00,20251028,202630,3,Tuesday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202630,2024-10-29 00:00:00,20241029
45955,2025-10-27 00:00:00,20251027,202630,2,Monday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202630,2024-10-28 00:00:00,20241028
45954,2025-10-26 00:00:00,20251026,202630,1,Sunday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202630,2024-10-27 00:00:00,20241027
45953,2025-10-25 00:00:00,20251025,202629,7,Saturday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202629,2024-10-26 00:00:00,20241026
45952,2025-10-24 00:00:00,20251024,202629,6,Friday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202629,2024-10-25 00:00:00,20241025
45951,2025-10-23 00:00:00,20251023,202629,5,Thursday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202629,2024-10-24 00:00:00,20241024
45950,2025-10-22 00:00:00,20251022,202629,4,Wednesday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202629,2024-10-23 00:00:00,20241023
45949,2025-10-21 00:00:00,20251021,202629,3,Tuesday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202629,2024-10-22 00:00:00,20241022
45948,2025-10-20 00:00:00,20251020,202629,2,Monday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202629,2024-10-21 00:00:00,20241021
45947,2025-10-19 00:00:00,20251019,202629,1,Sunday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202629,2024-10-20 00:00:00,20241020
45946,2025-10-18 00:00:00,20251018,202628,7,Saturday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202628,2024-10-19 00:00:00,20241019
45945,2025-10-17 00:00:00,20251017,202628,6,Friday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202628,2024-10-18 00:00:00,20241018
45944,2025-10-16 00:00:00,20251016,202628,5,Thursday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202628,2024-10-17 00:00:00,20241017
45943,2025-10-15 00:00:00,20251015,202628,4,Wednesday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202628,2024-10-16 00:00:00,20241016
45942,2025-10-14 00:00:00,20251014,202628,3,Tuesday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202628,2024-10-15 00:00:00,20241015
45941,2025-10-13 00:00:00,20251013,202628,2,Monday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202628,2024-10-14 00:00:00,20241014
45940,2025-10-12 00:00:00,20251012,202628,1,Sunday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202628,2024-10-13 00:00:00,20241013
45939,2025-10-11 00:00:00,20251011,202627,7,Saturday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202627,2024-10-12 00:00:00,20241012
45938,2025-10-10 00:00:00,20251010,202627,6,Friday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202627,2024-10-11 00:00:00,20241011
45937,2025-10-09 00:00:00,20251009,202627,5,Thursday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202627,2024-10-10 00:00:00,20241010
45936,2025-10-08 00:00:00,20251008,202627,4,Wednesday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202627,2024-10-09 00:00:00,20241009
45935,2025-10-07 00:00:00,20251007,202627,3,Tuesday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202627,2024-10-08 00:00:00,20241008
45934,2025-10-06 00:00:00,20251006,202627,2,Monday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202627,2024-10-07 00:00:00,20241007
45933,2025-10-05 00:00:00,20251005,202627,1,Sunday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202627,2024-10-06 00:00:00,20241006
45932,2025-10-04 00:00:00,20251004,202626,7,Saturday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202626,2024-10-05 00:00:00,20241005
45931,2025-10-03 00:00:00,20251003,202626,6,Friday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202626,2024-10-04 00:00:00,20241004
45930,2025-10-02 00:00:00,20251002,202626,5,Thursday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202626,2024-10-03 00:00:00,20241003
45929,2025-10-01 00:00:00,20251001,202626,4,Wednesday,202510,October,202504,4,2025,2025,FW25,,,FW25,FW25,2026,202607,2025Oct,202603,202626,2024-10-02 00:00:00,20241002
45928,2025-09-30 00:00:00,20250930,202626,3,Tuesday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202626,2024-10-01 00:00:00,20241001
45927,2025-09-29 00:00:00,20250929,202626,2,Monday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202626,2024-09-30 00:00:00,20240930
45926,2025-09-28 00:00:00,20250928,202626,1,Sunday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202626,2024-09-29 00:00:00,20240929
45925,2025-09-27 00:00:00,20250927,202625,7,Saturday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202625,2024-09-28 00:00:00,20240928
45924,2025-09-26 00:00:00,20250926,202625,6,Friday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202625,2024-09-27 00:00:00,20240927
45923,2025-09-25 00:00:00,20250925,202625,5,Thursday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202625,2024-09-26 00:00:00,20240926
45922,2025-09-24 00:00:00,20250924,202625,4,Wednesday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202625,2024-09-25 00:00:00,20240925
45921,2025-09-23 00:00:00,20250923,202625,3,Tuesday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202625,2024-09-24 00:00:00,20240924
45920,2025-09-22 00:00:00,20250922,202625,2,Monday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202625,2024-09-23 00:00:00,20240923
45919,2025-09-21 00:00:00,20250921,202625,1,Sunday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202625,2024-09-22 00:00:00,20240922
45918,2025-09-20 00:00:00,20250920,202624,7,Saturday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202624,2024-09-21 00:00:00,20240921
45917,2025-09-19 00:00:00,20250919,202624,6,Friday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202624,2024-09-20 00:00:00,20240920
45916,2025-09-18 00:00:00,20250918,202624,5,Thursday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202624,2024-09-19 00:00:00,20240919
45915,2025-09-17 00:00:00,20250917,202624,4,Wednesday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202624,2024-09-18 00:00:00,20240918
45914,2025-09-16 00:00:00,20250916,202624,3,Tuesday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202624,2024-09-17 00:00:00,20240917
45913,2025-09-15 00:00:00,20250915,202624,2,Monday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202624,2024-09-16 00:00:00,20240916
45912,2025-09-14 00:00:00,20250914,202624,1,Sunday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202624,2024-09-15 00:00:00,20240915
45911,2025-09-13 00:00:00,20250913,202623,7,Saturday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202623,2024-09-14 00:00:00,20240914
45910,2025-09-12 00:00:00,20250912,202623,6,Friday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202623,2024-09-13 00:00:00,20240913
45909,2025-09-11 00:00:00,20250911,202623,5,Thursday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202623,2024-09-12 00:00:00,20240912
45908,2025-09-10 00:00:00,20250910,202623,4,Wednesday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202623,2024-09-11 00:00:00,20240911
45907,2025-09-09 00:00:00,20250909,202623,3,Tuesday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202623,2024-09-10 00:00:00,20240910
45906,2025-09-08 00:00:00,20250908,202623,2,Monday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202623,2024-09-09 00:00:00,20240909
45905,2025-09-07 00:00:00,20250907,202623,1,Sunday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202623,2024-09-08 00:00:00,20240908
45904,2025-09-06 00:00:00,20250906,202622,7,Saturday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202622,2024-09-07 00:00:00,20240907
45903,2025-09-05 00:00:00,20250905,202622,6,Friday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202622,2024-09-06 00:00:00,20240906
45902,2025-09-04 00:00:00,20250904,202622,5,Thursday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202622,2024-09-05 00:00:00,20240905
45901,2025-09-03 00:00:00,20250903,202622,4,Wednesday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202622,2024-09-04 00:00:00,20240904
45900,2025-09-02 00:00:00,20250902,202622,3,Tuesday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202622,2024-09-03 00:00:00,20240903
45899,2025-09-01 00:00:00,20250901,202622,2,Monday,202509,September,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202606,2025Sep,202602,202622,2024-09-02 00:00:00,20240902
45898,2025-08-31 00:00:00,20250831,202622,1,Sunday,202508,August,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202605,2025Aug,202602,202622,2024-09-01 00:00:00,20240901
45897,2025-08-30 00:00:00,20250830,202621,7,Saturday,202508,August,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202605,2025Aug,202602,202621,2024-08-31 00:00:00,20240831
45896,2025-08-29 00:00:00,20250829,202621,6,Friday,202508,August,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202605,2025Aug,202602,202621,2024-08-30 00:00:00,20240830
45895,2025-08-28 00:00:00,20250828,202621,5,Thursday,202508,August,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202605,2025Aug,202602,202621,2024-08-29 00:00:00,20240829
45894,2025-08-27 00:00:00,20250827,202621,4,Wednesday,202508,August,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202605,2025Aug,202602,202621,2024-08-28 00:00:00,20240828
45893,2025-08-26 00:00:00,20250826,202621,3,Tuesday,202508,August,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202605,2025Aug,202602,202621,2024-08-27 00:00:00,20240827
45892,2025-08-25 00:00:00,20250825,202621,2,Monday,202508,August,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202605,2025Aug,202602,202621,2024-08-26 00:00:00,20240826
45891,2025-08-24 00:00:00,20250824,202621,1,Sunday,202508,August,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202605,2025Aug,202602,202621,2024-08-25 00:00:00,20240825
45890,2025-08-23 00:00:00,20250823,202620,7,Saturday,202508,August,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202605,2025Aug,202602,202620,2024-08-24 00:00:00,20240824
45889,2025-08-22 00:00:00,20250822,202620,6,Friday,202508,August,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202605,2025Aug,202602,202620,2024-08-23 00:00:00,20240823
45888,2025-08-21 00:00:00,20250821,202620,5,Thursday,202508,August,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202605,2025Aug,202602,202620,2024-08-22 00:00:00,20240822
45887,2025-08-20 00:00:00,20250820,202620,4,Wednesday,202508,August,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202605,2025Aug,202602,202620,2024-08-21 00:00:00,20240821
45886,2025-08-19 00:00:00,20250819,202620,3,Tuesday,202508,August,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202605,2025Aug,202602,202620,2024-08-20 00:00:00,20240820
45885,2025-08-18 00:00:00,20250818,202620,2,Monday,202508,August,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202605,2025Aug,202602,202620,2024-08-19 00:00:00,20240819
45884,2025-08-17 00:00:00,20250817,202620,1,Sunday,202508,August,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202605,2025Aug,202602,202620,2024-08-18 00:00:00,20240818
45883,2025-08-16 00:00:00,20250816,202619,7,Saturday,202508,August,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202605,2025Aug,202602,202619,2024-08-17 00:00:00,20240817
45882,2025-08-15 00:00:00,20250815,202619,6,Friday,202508,August,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202605,2025Aug,202602,202619,2024-08-16 00:00:00,20240816
45881,2025-08-14 00:00:00,20250814,202619,5,Thursday,202508,August,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202605,2025Aug,202602,202619,2024-08-15 00:00:00,20240815
45880,2025-08-13 00:00:00,20250813,202619,4,Wednesday,202508,August,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202605,2025Aug,202602,202619,2024-08-14 00:00:00,20240814
45879,2025-08-12 00:00:00,20250812,202619,3,Tuesday,202508,August,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202605,2025Aug,202602,202619,2024-08-13 00:00:00,20240813
45878,2025-08-11 00:00:00,20250811,202619,2,Monday,202508,August,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202605,2025Aug,202602,202619,2024-08-12 00:00:00,20240812
45877,2025-08-10 00:00:00,20250810,202619,1,Sunday,202508,August,202503,3,2025,2025,FW25,,,FW25,FW25,2026,202605,2025Aug,202602,202619,2024-08-11 00:00:00,20240811
