ds_sid,date_sid,store_sid,date_code,store_master_code,store_code,store_name,short_name,channel,store_type,country,region,province,city,address1,address2,address3,latitude,longitude,zip_code,customer_code,customer_name,customer_sort,warehouse_code,warehouse_name,district_manager,pin_code,b1_code,fms_site_code,sit_code,sap_customer_code,area,cluster,open_date,close_date,open_flag,keep_comp,comp_flag,finance_comp,active_flag,source_interface,source_sys,hdetl_date,store_local_name,phone1,phone2,store_no,subchannel,door_type,end_partner,customer_group
20250227003498,45713,3498,2025-02-27 00:00:00,CHN_2898,DSBH_CHN_2898,Tangshan Lubei Department Store BHCC EVO,2898,FP,BH,Mainland,YY,Hebei,Tangshan,,,,,,,140,YY-SJZ,,,,Owen Chen,,,,,0019081381,101.0000,C,2024-03-29 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Tangshan Lubei Department Store BHCC EVO,,,,线下,,,
20250227003499,45713,3499,2025-02-27 00:00:00,CHN_2876,DSBH_CHN_2876,Leshan Shizhong SAIHO SM BHCC EVO,2876,FP,BH,Mainland,West,Sichuan,Leshan,,,,,,,105,CQ-BLUE RIDGE,,,,Qing Yan,,,,,0019071658,177.0000,B,2024-03-29 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Leshan Shizhong SAIHO SM BHCC EVO,,,,线下,,,
20250227003500,45713,3500,2025-02-27 00:00:00,CHN_2878,DSBH_CHN_2878,Quzhou Kecheng Oriental DS BHCC EVO,2878,FP,BH,Mainland,YY,Zhejiang,Quzhou,,,,,,,142,YY-ZJ,,,,Owen Chen,,,,,0019083050,113.0000,C,2024-03-31 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Quzhou Kecheng Oriental DS BHCC EVO,,,,线下,,,
20250227003502,45713,3502,2025-02-27 00:00:00,CHN_2930,DSBH_CHN_2930,Handan Congtai Sunshine Tianhong DS Youth,2930,FP,BH,Mainland,North,Hebei,Handan,,,,,,,135,Ulee,,,,,,,,,0019075766,106.0000,,2024-04-01 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,邯郸丛台区阳光天鸿广场童装,,,,线下,,,
20250227003503,45713,3503,2025-02-27 00:00:00,CHN_2948,DSBH_CHN_2948,Taiyuan Wanbolin Wuyue SM Youth,2948,FP,BH,Mainland,North,Shanxi,Taiyuan,,,,,,,135,Ulee,,,,,,,,,0019075766,108.0000,,2024-04-19 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,山西太原万柏林区吾悦童装,,,,线下,,,
20250227003504,45713,3504,2025-02-27 00:00:00,CHN_2946,DSBH_CHN_2946,Jinhua Wucheng Jiangnan Intime DS Youth,2946,FP,BH,Mainland,East,Zhejiang,Hangzhou,,,,,,,135,Ulee,,,,,,,,,0019075766,151.0000,,2024-04-20 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,金华江南银泰童装,,,,线下,,,
20250227003505,45713,3505,2025-02-27 00:00:00,CHN_2901,DSBH_CHN_2901,Lianyungang Haizhou Liqun Plaza DS Youth,2901,FP,BH,Mainland,East,Jiangsu,Lianyungang,,,,,,,135,Ulee,,,,,,,,,0019075766,100.0000,,2024-03-31 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,连云港海州区利群广场童装,,,,线下,,,
20250227003506,45713,3506,2025-02-27 00:00:00,CHN_2944,DSBH_CHN_2944,Xi'an Weiyang Mix City SM Youth,2944,FP,BH,Mainland,North,Shaanxi,Xian,,,,,,,135,Ulee,,,,,,,,,0019075766,96.0000,,2024-04-19 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,西安未央区万象城童装,,,,线下,,,
20250227003507,45713,3507,2025-02-27 00:00:00,CHN_2866,DSBH_CHN_2866,Suzhou Wuzhong AEON SM BHCC EVO,2866,FP,BH,Mainland,East,Jiangsu,Suzhou,,,,,,,101,SH Sparkling,,,,Qing Yan,,,,,0019071673,205.0000,B,2024-03-31 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Suzhou Wuzhong AEON SM BHCC EVO,,,,线下,,,
20250227003508,45713,3508,2025-02-27 00:00:00,CHN_2890,DSBH_CHN_2890,Suzhou Wuzhong SKP SM BHCC EVO,2890,FP,BH,Mainland,East,Jiangsu,Suzhou,,,,,,,101,SH Sparkling,,,,Qing Yan,,,,,0019071673,185.0000,B,2024-04-04 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Suzhou Wuzhong SKP SM BHCC EVO,,,,线下,,,
20250227003509,45713,3509,2025-02-27 00:00:00,CHN_2928,DSBH_CHN_2928,Wuhan Jianghan International Plaza SM BHCC EVO,2928,FP,BH,Mainland,YY,Hubei,Wuhan,,,,,,,138,YY-CS,,,,Owen Chen,,,,,0019081196,150.0000,B,2024-04-16 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Wuhan Jianghan International Plaza SM BHCC EVO,,,,线下,,,
20250227003510,45713,3510,2025-02-27 00:00:00,CHN_2880,DSBH_CHN_2880,Beijing Huairou Jingbei Dashijie DS BHCC EVO,2880,FP,BH,Mainland,North,Beijing,Beijing,,,,,,,136,BJYJYD,,,,Qing Yan,,,,,0019076986,140.0000,C,2024-04-27 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Beijing Huairou Jingbei Dashijie DS BHCC EVO,,,,线下,,,
20250227003511,45713,3511,2025-02-27 00:00:00,CHN_2888,DSBH_CHN_2888,Suzhou Huqiu AEON SM BHCC EVO,2888,FP,BH,Mainland,East,Jiangsu,Suzhou,,,,,,,101,SH Sparkling,,,,Qing Yan,,,,,0019071673,75.0000,C,2024-03-23 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Suzhou Huqiu AEON SM BHCC EVO,,,,线下,,,
20250227003512,45713,3512,2025-02-27 00:00:00,CHN_2897,DSBH_CHN_2897,Kunshan Yushan Garden City SM BHCC EVO,2897,FP,BH,Mainland,East,Jiangsu,Kunshan,,,,,,,101,SH Sparkling,,,,Qing Yan,,,,,0019071673,210.0000,B,2024-03-31 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Kunshan Yushan Garden City SM BHCC EVO,,,,线下,,,
20250227003514,45713,3514,2025-02-27 00:00:00,CHN_2914,DSBH_CHN_2914,Taiyuan Wanbolin Wuyue Plaza SM BHCC EVO,2914,FP,BH,Mainland,North,Shanxi,Taiyuan,,,,,,,110,SHANXI MAXSPORT,,,,Qing Yan,,,,,0019071662,184.0000,B,2024-04-26 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Taiyuan Wanbolin Wuyue Plaza SM BHCC EVO,,,,线下,,,
20250227003515,45713,3515,2025-02-27 00:00:00,CHN_2884,DSBH_CHN_2884,Shenzhen Longhua Hold Land SM BHCC EVO,2884,FP,BH,Mainland,YY,Guangdong,Shenzhen,,,,,,,145,YY-GD,,,,Owen Chen,,,,,0019086061,180.0000,B,2024-03-31 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Shenzhen Longhua Hold Land SM BHCC EVO,,,,线下,,,
20250227003516,45713,3516,2025-02-27 00:00:00,CHN_2906,DSBH_CHN_2906,Handan Congtai The Mixc SM BHCC EVO,2906,FP,BH,Mainland,YY,Hebei,Handan,,,,,,,140,YY-SJZ,,,,Owen Chen,,,,,0019081381,206.0000,B,2024-04-30 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Handan Congtai The Mixc SM BHCC EVO,,,,线下,,,
20250227003517,45713,3517,2025-02-27 00:00:00,CHN_2927,DSBH_CHN_2927,Suzhou Wujiang Mixc SM BHCC EVO,2927,FP,BH,Mainland,YY,Jiangsu,Suzhou,,,,,,,144,YY-WX,,,,Owen Chen,,,,,0019084326,136.0000,C,2024-05-01 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Suzhou Wujiang Mixc SM BHCC EVO,,,,线下,,,
20250227003518,45713,3518,2025-02-27 00:00:00,CHN_2896,DSBH_CHN_2896,Kunming Xishan AEGEAN SM BHCC EVO,2896,FP,BH,Mainland,South,Yunnan,Kunming,云南省昆明市西山区广福路488号爱琴海购物公园F1,,,,,,108,KMYDRC,,,,Qing Yan,,,,,0019087569,222.0000,B,2024-04-26 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,昆明广福爱琴海UA专卖店,4008206528,,,线下,,,
20250227003519,45713,3519,2025-02-27 00:00:00,CHN_2899,DSBH_CHN_2899,Chengdu Xindu  Longfor Paradise Walk SM Youth,2899,FP,BH,Mainland,West,Sichuan,Chengdu,,,,,,,135,Ulee,,,,,,,,,0019075766,106.0000,,2024-03-31 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,成都新都区锦宸天街童装,,,,线下,,,
20250227003520,45713,3520,2025-02-27 00:00:00,CHN_2972,DSBH_CHN_2972,Wuhan Wuchang Mixc SM Youth,2972,FP,BH,Mainland,West,Hubei,Wuhan,,,,,,,135,Ulee,,,,,,,,,0019075766,80.0000,,2024-05-18 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,武汉武昌区万象城童装,,,,线下,,,
20250227003521,45713,3521,2025-02-27 00:00:00,CHN_2925,DSBH_CHN_2925,Liangshan Xichang Wanda Plaza SM Youth,2925,FP,BH,Mainland,North,Sichuan,Xichang,,,,,,,135,Ulee,,,,,,,,,0019075766,87.0000,,2024-04-01 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,凉山市西昌万达广场童装,,,,线下,,,
20250227003522,45713,3522,2025-02-27 00:00:00,CHN_2956,DSBH_CHN_2956,Wuhan Wuchang Mixc SM BHCC EVO,2956,FP,BH,Mainland,YY,Hubei,Wuhan,,,,,,,138,YY-CS,,,,Owen Chen,,,,,0019081196,147.0000,C,2024-05-18 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Wuhan Wuchang Mixc SM BHCC EVO,,,,线下,,,
20250227003523,45713,3523,2025-02-27 00:00:00,CHN_2926,DSBH_CHN_2926,Jinan Licheng Honglou Inzone DS BHCC,2926,FP,BH,Mainland,YY,Shandong,Jinan,,,,,,,119,YY-QD,,,,Owen Chen,,,,,0019071674,176.0000,B,2024-05-01 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Jinan Licheng Honglou Inzone DS BHCC,,,,线下,,,
20250227003524,45713,3524,2025-02-27 00:00:00,CHN_2929,DSFH_CHN_2929,Beijing Haidian Maple Blue International FHHT,2929,FP,FH,Mainland,North,Beijing,Beijing,,,,,,,104,HNTG,,,,Qing Yan,,,,,0019078973,150.0000,OL,2024-05-11 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Beijing Haidian Maple Blue International FHHT,,,,线下,,,
20250227003525,45713,3525,2025-02-27 00:00:00,CHN_2891,DSBH_CHN_2891,Liaoyuan Longshan Ouya DS BHCC EVO,2891,FP,BH,Mainland,North,Jilin,Liaoyuan,,,,,,,106,HARBIN SEGO,,,,Qing Yan,,,,,0019071683,223.0000,B,2024-04-18 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Liaoyuan Longshan Ouya DS BHCC EVO,,,,线下,,,
20250227003528,45713,3528,2025-02-27 00:00:00,CHN_2865,DSBH_CHN_2865,Changzhou Tianning Mix City SM BHCC EVO,2865,FP,BH,Mainland,East,Jiangsu,Changzhou,,,,,,,101,SH Sparkling,,,,Qing Yan,,,,,0019071673,128.0000,C,2024-05-30 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Changzhou Tianning Mix City SM BHCC EVO,,,,线下,,,
20250227003529,45713,3529,2025-02-27 00:00:00,CHN_2950,DSFH_CHN_2950,Hangzhou Qiantang AEON Outlets FHHT,2950,FP,FH,Mainland,East,Zhejiang,Hangzhou,,,,,,,101,SH Sparkling,,,,Qing Yan,,,,,0019071673,289.0000,OL,2024-06-01 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Hangzhou Qiantang AEON Outlets FHHT,,,,线下,,,
20250227003530,45713,3530,2025-02-27 00:00:00,CHN_2932,DSBH_CHN_2932,Beijing Dongcheng Wangfujing DS BHCC EVO,2932,FP,BH,Mainland,North,Beijing,Beijing,,,,,,,104,HNTG,,,,Qing Yan,,,,,0019078973,200.0000,B,2024-06-06 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Beijing Dongcheng Wangfujing DS BHCC EVO,,,,线下,,,
20250227003532,45713,3532,2025-02-27 00:00:00,CHN_2982,DSBH_CHN_2982,Datong Pingcheng Parkson DS Youth,2982,FP,BH,Mainland,North,Shanxi,Datong,,,,,,,135,Ulee,,,,,,,,,0019075766,93.0000,,2024-05-31 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,大同市平城区百盛购物中心童装,,,,线下,,,
20250227003533,45713,3533,2025-02-27 00:00:00,CHN_2966,DSBH_CHN_2966,Ningbo Yinzhou Incity SM Youth,2966,FP,BH,Mainland,East,Zhejiang,Ningbo,,,,,,,135,Ulee,,,,,,,,,0019075766,70.0000,,2024-05-25 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,宁波鄞州印象城童装,,,,线下,,,
20250227003534,45713,3534,2025-02-27 00:00:00,CHN_2968,DSFH_CHN_2968,Chongqing Jiangbei New Century Sunshine Outlets Youth,2968,FP,FH,Mainland,South,Chongqing,Chongqing,,,,,,,135,Ulee,,,,,,,,,0019075766,95.0000,,2024-05-10 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,重庆江北阳光世纪奥莱童装,,,,线下,,,
20250227003535,45713,3535,2025-02-27 00:00:00,CHN_2967,DSBH_CHN_2967,Changzhou Tianning District Mix City SM Youth,2967,FP,PF,Mainland,East,Jiangsu,Changzhou,,,,,,,135,Ulee,,,,,,,,,0019075766,85.0000,,2024-05-20 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,常州天宁区万象城童装,,,,线下,,,
20250227003536,45713,3536,2025-02-27 00:00:00,CHN_2983,DSBH_CHN_2983,Jincheng The New Times Square of Fengzhan DS Youth,2983,FP,BH,Mainland,North,Shanxi,Jincheng,,,,,,,135,Ulee,,,,,,,,,0019075766,100.0000,,2024-05-31 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,晋城凤展新时代广场童装,,,,线下,,,
20250227003537,45713,3537,2025-02-27 00:00:00,CHN_2945,DSFH_CHN_2945,Xi'an Baqiao Sasseur Outlets FH Youth,2945,FP,FH,Mainland,West,Shaanxi,Xian,,,,,,,135,Ulee,,,,,,,,,0019075766,127.0000,,2024-05-25 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,陕西西安灞桥区砂之船童装,,,,线下,,,
20250227003538,45713,3538,2025-02-27 00:00:00,CHN_2991,DSBH_CHN_2991,Kunming Panlong Tongde Plaza SM Youth,2991,FP,BH,Mainland,South,Yunnan,Kunming,,,,,,,135,Ulee,,,,,,,,,0019075766,110.0000,,2024-06-20 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,昆明盘龙区同德购物中心童装,,,,线下,,,
20250227003539,45713,3539,2025-02-27 00:00:00,CHN_2997,DSBH_CHN_2997,Beijing Chaoyang SOLANA SM Youth,2997,FP,BH,Mainland,North,Beijing,Beijing,,,,,,,135,Ulee,,,,,,,,,0019075766,139.0000,,2024-06-30 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,北京市朝阳区蓝色港湾童装,,,,线下,,,
20250227003542,45713,3542,2025-02-27 00:00:00,CHN_2958,DSBH_CHN_2958,Wuxi Jiangyin Yaohan DS BHCC EVO,2958,FP,BH,Mainland,YY,Jiangsu,Wuxi,,,,,,,144,YY-WX,,,,Owen Chen,,,,,0019084326,75.0000,C,2024-06-22 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Wuxi Jiangyin Yaohan DS BHCC EVO,,,,线下,,,
20250227003543,45713,3543,2025-02-27 00:00:00,CHN_TP35,DSBH_CHN_TP35,YYNJ group sale,TP35,FP,BH,Mainland,YY,Jiangsu,Nanjing,,,,,,,146,YY-JS,,,,Owen Chen,,,,,0019090499,0.0000,,2024-06-01 00:00:00,9999-12-31 00:00:00,Open,N,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,YYNJ group sale,,,,,,,
20250227003544,45713,3544,2025-02-27 00:00:00,CHN_2957,DSBH_CHN_2957,Weihai Rongcheng Kowloon City SM BHCC EVO,2957,FP,BH,Mainland,YY,Shandong,Weihai,,,,,,,119,YY-QD,,,,Owen Chen,,,,,0019071674,182.0000,B,2024-06-15 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Weihai Rongcheng Kowloon City SM BHCC EVO,,,,线下,,,
20250227003545,45713,3545,2025-02-27 00:00:00,CHN_2962,DSBH_CHN_2962,Dazhou Dachuan Shenhua Plaza SM BHCC EVO,2962,FP,BH,Mainland,West,Sichuan,Dazhou,,,,,,,105,CQ-BLUE RIDGE,,,,Qing Yan,,,,,0019071658,150.0000,B,2024-07-05 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Dazhou Dachuan Shenhua Plaza SM BHCC EVO,,,,线下,,,
20250227003546,45713,3546,2025-02-27 00:00:00,CHN_2971,DSBH_CHN_2971,Jinhua Wucheng Yongsheng SM BHCC EVO,2971,FP,BH,Mainland,East,Zhejiang,Jinhua,,,,,,,101,SH Sparkling,,,,Qing Yan,,,,,0019071673,306.0000,A,2024-07-06 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Jinhua Wucheng Yongsheng SM BHCC EVO,,,,线下,,,
20250227003547,45713,3547,2025-02-27 00:00:00,CHN_2936,DSBH_CHN_2936,Suzhou Xiangcheng Rainbow DS BHCC EVO,2936,FP,BH,Mainland,YY,Jiangsu,Suzhou,,,,,,,144,YY-WX,,,,Owen Chen,,,,,0019084326,190.0000,B,2024-07-05 00:00:00,9999-12-31 00:00:00,Open,,N,,1,Table:EDW_DIM_STORE,Sales_Collect_JY : store_20250304133953.csv,2025-03-04 22:31:26.294553,Suzhou Xiangcheng Rainbow DS BHCC EVO,,,,线下,,,
