store_sid,store_master_code,store_last_code,store_last_name,channel_sid,customer_sid,country,region,province,city,store_type,short_name,space,b1_wh,store_branch_type,ship_to_type,b1_code,store_id,replenishment_arrival_date,location_id,open_date,last_dis_manager,status,hdetl_date,update_date,process_log_id,area,cluster,close_date,sit_code,comp_keep,source_sys,sap_customer_code,store_local_name,address1,address2,phone1,zip,phone2,store_no,subchannel
194,CHN_0614,DSBH_CHN_0614,Suzhou Industrial Sogo DS,2,2,Mainland,East,Jiangsu,Suzhou,BH,0614,210.0000,,,,,,,,2016-09-15 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,210.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071673,Suzhou Industrial Sogo DS,,,,,,,
230,CHN_0661,DSBH_CHN_0661,Changsha Dongtang Friendship S,2,3,Mainland,South,Hunan,Changsha,BH,0661,215.0000,,,,,,,,2016-11-18 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,215.0000,VIP,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071681,Changsha Dongtang Friendship S,,,,,,,
235,CHN_0667,DSBH_CHN_0667,UNDER ARMOUR 重庆时代天街店,2,6,Mainland,West,Chongqing,Chongqing,BH,0667,363.0000,,,,,,,,2016-11-29 00:00:00,Qing Yan,Closed,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,363.0000,A,2024-06-10 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071658,重庆时代天街店,重庆市渝中区大坪大石路时代天街C-UG-44A专柜,,,,18225172272,,
236,CHN_0670,DSBH_CHN_0670,Yancheng Golden Eagle DS,2,2,Mainland,East,Jiangsu,Yancheng,BH,0670,200.0000,,,,,,,,2016-11-09 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,200.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071673,Yancheng Golden Eagle DS,,,,,,,
238,CHN_0676,DSBH_CHN_0676,Datong Parkson DS,2,11,Mainland,North,Shanxi,Datong,BH,0676,195.0000,,,,,,,,2016-12-03 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,195.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071662,Datong Parkson DS,,,,,,,
240,CHN_0680,DSBH_CHN_0680,Changzhou Wanda Xinbei SM,2,2,Mainland,East,Jiangsu,Changzhou,BH,0680,165.0000,,,,,,,,2016-12-10 00:00:00,Qing Yan,Closed,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,165.0000,B,2023-04-10 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071673,Changzhou Wanda Xinbei SM,,,000-0000,,00000000,,线下
256,CHN_0739,DSBH_CHN_0739,Chengdu IFS SM,2,6,Mainland,West,Sichuan,Chengdu,BH,0739,610.0000,,,,,,,,2017-05-18 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,610.0000,AAA,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071658,Chengdu IFS SM,,,,,,,
258,CHN_0753,DSBH_CHN_0753,"Wuhan Tiandi Horizon Shopping ",2,321,Mainland,YY,Hubei,Wuhan,BH,0753,359.0000,,,,,2181,,,2019-06-01 00:00:00,Owen Chen,Closed,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,359.0000,A,2021-08-25 00:00:00,,Y,Sales_Collect_JY : store_20250210042918.csv,0019081196,"Wuhan Tiandi Horizon Shopping ",,,,,,,
272,CHN_0812,DSBH_CHN_0812,Shanghai Mix City SM Youth,2,83,Mainland,Youth,Shanghai,Shanghai,BH,0812,108.0000,,,,,,,,2020-07-01 00:00:00,Owen Chen,Closed,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,108.0000,Youth-VIP,2020-09-22 00:00:00,,Y,Sales_Collect_JY : store_20250210042918.csv,0019075766,Shanghai Mix City SM Youth,,,,,,,
277,CHN_0828,DSBH_CHN_0828,Baotou Wanda Plaza SM,2,56,Mainland,North,Neimenggu,Baotou,BH,0828,132.0000,,,,,,,,2019-09-18 00:00:00,Qing Yan,Closed,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,132.0000,C,2022-04-30 00:00:00,,Y,Sales_Collect_JY : store_20250210042918.csv,0019076986,Baotou Wanda Plaza SM,,,,,,,
314,CHN_0913,DSBH_CHN_0913R,Yangzhou Golden Eagle DS - Relocation,2,2,Mainland,East,Jiangsu,Yangzhou,BH,0913,130.0000,,,,,,,,2020-06-24 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,130.0000,C,9999-12-31 00:00:00,,Y,Sales_Collect_JY : store_20250210042918.csv,0019071673,Yangzhou Golden Eagle DS - Relocation,,,,,,,
325,CHN_0980,DSBH_CHN_0980,Dongguan Dyna City SM,2,21,Mainland,South,Guangdong,Dongguan,BH,0980,265.0000,,,,,,,,2017-09-29 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,265.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019075562,Dongguan Dyna City SM,,,,,,,
328,CHN_0983,DSBH_CHN_0983,Nanjing E-Park SM,2,2,Mainland,East,Jiangsu,Nanjing,BH,0983,336.0000,,,,,,,,2017-09-16 00:00:00,Qing Yan,Closed,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,336.0000,A,2022-05-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071673,Nanjing E-Park SM,,,,,,,
365,CHN_TMP1,DSBH_CHN_TMP1,Sparkling Office Store,2,2,Mainland,East,Jiangsu,Suzhou,BH,TMP1,0.0000,,,,,,,,1900-01-01 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,0.0000,,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071673,Sparkling Office Store,,,,,,,
378,CHN_0912,DSBH_CHN_0912,Urumqi Dehui Wanda SM,2,12,Mainland,West,Xinjiang,Urumqi,BH,0912,220.0000,,,,,,,,2018-01-28 00:00:00,Qing Yan,Closed,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,220.0000,B,2021-10-18 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071661,Urumqi Dehui Wanda SM,,,,,,,
453,CHN_1222,DSBH_CHN_1222,Wenzhou Ruian Wuyue SM,2,2,Mainland,East,Zhejiang,Wenzhou,BH,1222,309.0000,,,,,2320,,,2018-06-30 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,309.0000,A,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071673,Wenzhou Ruian Wuyue SM,,,,,,,
458,CHN_1240,DSBH_CHN_1240,Jiaxing Nanhu Yaohan DS,2,2,Mainland,East,Zhejiang,Jiaxing,BH,1240,300.0000,,,,,2325,,,2018-07-31 00:00:00,Qing Yan,Closed,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,300.0000,A,2020-06-30 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071673,Jiaxing Nanhu Yaohan DS,,,,,,,
599,CHN_1277,DSBH_CHN_1277,Changzhi Wanda SM,2,11,Mainland,North,Shanxi,Changzhi,BH,1277,178.0000,,,,,2342,,,2018-09-22 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,178.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071662,Changzhi Wanda SM,,,,,,,
604,CHN_1232,DSBH_CHN_1232,UNDER ARMOUR 广西柳州万象城店,2,6,Mainland,West,Guangxi,Guangxi,BH,1232,270.0000,,,,,2350,,,2018-10-01 00:00:00,Qing Yan,Closed,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,270.0000,B,2024-08-15 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071658,广西柳州万象城店,广西省柳州市鱼峰区文昌路17号华润中心购物中心万象城第L1层L129号UA商铺,,,,15618300455,,
606,CHN_1310,DSBH_CHN_1310,Linyi Lanshan Dist. Harmony SM,2,20,Mainland,YY,Shandong,Linyi,BH,1310,245.0000,,,,,,,,2019-09-01 00:00:00,Owen Chen,Closed,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,245.0000,B,2021-08-31 00:00:00,,Y,Sales_Collect_JY : store_20250210042918.csv,0019071674,Linyi Lanshan Dist. Harmony SM,,,,,,,
611,CHN_1260,DSBH_CHN_1260,Chengdu Raffles City SM,2,6,Mainland,West,Sichuan,Chengdu,BH,1260,153.0000,,,,,2356,,,2018-10-26 00:00:00,Qing Yan,Closed,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,153.0000,B,2021-10-25 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071658,Chengdu Raffles City SM,,,,,,,
632,CHN_1236,DSBH_CHN_1236,Dongguan My Hill International,2,21,Mainland,South,Guangdong,Dongguan,BH,1236,594.0000,,,,,2376,,,2018-12-07 00:00:00,Qing Yan,Closed,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,594.0000,AA,2024-08-15 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019075562,Dongguan My Hill International,,,,,,,
667,CHN_1395,DSBH_CHN_1395,Liaocheng Zhenhua DS,2,20,Mainland,YY,Shandong,Liaocheng,BH,1395,190.0000,,,,,,,,2019-09-01 00:00:00,Owen Chen,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,190.0000,B,9999-12-31 00:00:00,,Y,Sales_Collect_JY : store_20250210042918.csv,0019071674,Liaocheng Zhenhua DS,,,,,,,
669,CHN_1246,DSBH_CHN_1246,Nanjing One Mall SM Youth,2,15,Mainland,Youth,Jiangsu,Nanjing,BH,1246,77.0000,,,,,2430,,,2019-05-01 00:00:00,,Closed,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,77.0000,Youth-VIP,2020-05-31 00:00:00,,N,Sales_Collect_JY : store_20250210042918.csv,0019071680,Nanjing One Mall SM Youth,,,,,,,
676,CHN_NS07,DSBH_CHN_NS07,Hebei LiChi new store target u,2,8,Mainland,North,Hebei,Shijiazhuang,BH,NS07,200.0000,,,,,2412,,,2019-01-28 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,200.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071670,Hebei LiChi new store target u,,,,,,,
681,CHN_NS12,DSBH_CHN_NS12,"SZ YINGLIANG new store target ",2,21,Mainland,South,Guangdong,Shenzhen,BH,NS12,200.0000,,,,,2417,,,2019-01-28 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,200.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019075562,"SZ YINGLIANG new store target ",,,,,,,
687,CHN_NS18,DSBH_CHN_NS18,YY-HN new store target upload,2,18,Mainland,YY,Henan,Zhengzhou,BH,NS18,200.0000,,,,,2423,,,2019-01-28 00:00:00,Owen Chen,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,200.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071678,YY-HN new store target upload,,,,,,,
701,CHN_1376,DSBH_CHN_1376,Lanzhou City Center SM,2,10,Mainland,West,Gansu,Lanzhou,BH,1376,222.0000,,,,,2202,,,2019-05-01 00:00:00,Qing Yan,Closed,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,222.0000,B,2022-05-10 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071656,Lanzhou City Center SM,,,,,,,
705,CHN_1466,DSFH_CHN_1466,Fuzhou Tianze Outlet FH,2,1,Mainland,South,Fujian,Fuzhou,FH,1466,366.0000,,,,,2206,,,2019-05-03 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,366.0000,OL,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071726,Fuzhou Tianze Outlet FH,,,,,,,
709,CHN_1392,DSBH_CHN_1392,Hefei Vanke SM,2,16,Mainland,YY,Anhui,Hefei,BH,1392,232.0000,,,,,2209,,,2019-05-11 00:00:00,Owen Chen,Closed,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,232.0000,B,2020-11-30 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071668,Hefei Vanke SM,,,,,,,
718,CHN_1410,DSBH_CHN_1410,Jinan Licheng Incity,2,20,Mainland,YY,Shandong,Jinan,BH,1410,244.0000,,,,,,,,2019-09-01 00:00:00,Owen Chen,Closed,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,244.0000,B,2023-07-15 00:00:00,,Y,Sales_Collect_JY : store_20250210042918.csv,0019071674,Jinan Licheng Incity,,,000-0000,,00000000,,线下
719,CHN_1482,DSBH_CHN_1482,Hefei Baida CBD SM,2,16,Mainland,YY,Anhui,Hefei,BH,1482,180.0000,,,,,2215,,,2019-05-30 00:00:00,Owen Chen,Closed,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,180.0000,B,2023-04-01 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071668,Hefei Baida CBD SM,,,000-0000,,00000000,,线下
727,CHN_1421,DSBH_CHN_1421,Puyang Hualong Wanjia 360 Squa,2,18,Mainland,YY,Henan,Puyang,BH,1421,270.0000,,,,,,,,2019-06-18 00:00:00,Owen Chen,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,270.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071678,Puyang Hualong Wanjia 360 Squa,,,,,,,
730,CHN_1521,DSBH_CHN_1521,Shanghai Qingpu Wanda Plaza SM,2,53,Mainland,YY,Shanghai,Shanghai,BH,1521,253.0000,,,,,,,,2019-06-22 00:00:00,Owen Chen,Closed,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,253.0000,,2020-02-28 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019072301,Shanghai Qingpu Wanda Plaza SM,,,,,,,
740,CHN_1509,DSBH_CHN_1509,Cangzhou Huabei Shangsha DS ?C,2,8,Mainland,North,Hebei,Cangzhou,BH,1509,191.0000,,,,,,,,2019-07-11 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,191.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071670,Cangzhou Huabei Shangsha DS ?C,,,,,,,
750,CHN_1523,DSFH_CHN_1523,Jinzhong Tianmei Shanshan Outl,2,11,Mainland,North,Shanxi,Taiyuan,FH,1523,151.0000,,,,,,,,2019-08-08 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,151.0000,OL,9999-12-31 00:00:00,UAFH_CHN_1523,,Sales_Collect_JY : store_20250210042918.csv,0019071662,Jinzhong Tianmei Shanshan Outl,,,,,,,
754,CHN_1559,DSFH_CHN_1559,Kunshan BCL FH,2,2,Mainland,East,Jiangsu,Kunshan,FH,1559,323.0000,,,,,,,,2019-08-10 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,323.0000,OL,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071673,Kunshan BCL FH,,,,,,,
765,CHN_1448,DSBH_CHN_1448,Kunming Spring City 66 SM,2,9,Mainland,South,Yunnan,Kunming,BH,1448,492.0000,,,,,,,,2019-08-23 00:00:00,Qing Yan,Closed,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,492.0000,AA,2024-08-04 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019087569,昆明恒隆购物广场UA专卖店,云南省昆明市盘龙区东风东路21号恒隆广场B1-114ABC,,,,13312565648,,
784,CHN_1519,DSBH_CHN_1519,Suqian Golden Eagle SM,2,2,Mainland,East,Jiangsu,Suqian,BH,1519,220.0000,,,,,,,,2019-09-07 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,220.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071673,Suqian Golden Eagle SM,,,,,,,
790,CHN_1584,DSBH_CHN_1584,Hanzhong Dingding Baihuo DS,2,10,Mainland,West,Shaanxi,Hanzhong,BH,1584,293.0000,,,,,,,,2019-09-13 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,293.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071656,汉中鼎鼎百货,陕西省汉中市汉台区天汉大道999号鼎鼎百货1层B区,,000-0000,,00000000,,线下
819,CHN_1606,DSFH_CHN_1606,"Dalian Xigang Bainian Gangwan ",2,7,Mainland,North,Liaoning,Dalian,FH,1606,440.0000,,,,,,,,2019-09-30 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,440.0000,OL,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071683,"Dalian Xigang Bainian Gangwan ",,,,,,,
824,CHN_1546,DSBH_CHN_1546,Xi'an Weiyang Imix Park SM,2,51,Mainland,YY,Shaanxi,Xian,BH,1546,413.0000,,,,,,,,2019-10-16 00:00:00,Owen Chen,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,413.0000,A,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019072178,Xi'an Weiyang Imix Park SM,,,,,,,
839,CHN_1630,DSBH_CHN_1630,Qitaihe Taoshan New Mart DS,2,7,Mainland,North,Heilongjiang,Qitaihe,BH,1630,224.0000,,,,,,,,2019-11-10 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,224.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071683,Qitaihe Taoshan New Mart DS,,,,,,,
866,CHN_1673,DSBH_CHN_1673,Haikou Friend Sunny City SM,2,5,Mainland,North,Hainan,Haikou,BH,1673,134.0000,,,,,,,,2019-12-23 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,134.0000,C,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019078973,Haikou Friend Sunny City SM,,,,,,,
867,CHN_1674,DSBH_CHN_1674,Haikou N-park SM,2,5,Mainland,North,Hainan,Haikou,BH,1674,125.0000,,,,,,,,2019-12-24 00:00:00,Qing Yan,Closed,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,125.0000,C,2023-01-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019078973,Haikou N-park SM,,,,,,,
873,CHN_1679,DSBH_CHN_1679,Shanghai Pudong Babaiban DS,2,2,Mainland,East,Shanghai,Shanghai,BH,1679,184.0000,,,,,,,,2024-06-01 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,184.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071673,Shanghai Pudong Babaiban DS,,,,,,,线下
882,CHN_1693,DSFH_CHN_1693,Xi’an Jiaoda City Outlet FH,2,10,Mainland,West,Shaanxi,Xian,FH,1693,150.0000,,,,,,,,2019-12-26 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,150.0000,OL,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071656,西安交大五环城市奥莱,陕西省西安市碑林区金花南路号五环Outlets店-1F,,029-83229826,,,,
892,CHN_1692,DSBH_CHN_1692,Lianyungang Haizhong Wuyue SM,2,2,Mainland,East,Jiangsu,Lianyungang,BH,1692,213.0000,,,,,,,,2020-01-01 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,213.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,0019071673,Lianyungang Haizhong Wuyue SM,,,,,,,
894,CHN_KS01,UA_CHN_KS01,Chengdu Gaoxin Shihao Plaza Kids station,2,57,Mainland,Youth,Sichuan,Chengdu,BH,KS01,0.0000,,,,,,,,2019-07-23 00:00:00,Blair Chen,Closed,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,0.0000,,2020-07-26 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,,Chengdu Gaoxin Shihao Plaza Kids station,,,,,,,
902,CHN_KS09,UA_CHN_KS09,Wuhan International Plaza Kids Station,2,57,Mainland,Youth,Hubei,Wuhan,BH,KS09,0.0000,,,,,,,,2019-10-25 00:00:00,Blair Chen,Closed,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,0.0000,,2020-07-30 00:00:00,,,Sales_Collect_JY : store_20250210042918.csv,,Wuhan International Plaza Kids Station,,,,,,,
911,CHN_TMP8,DSBH_CHN_TMP8,BJ MAX group sale store,2,56,Mainland,North,Neimenggu,Hohhot,BH,TMP8,0.0000,,,,,,,,2019-01-01 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,0.0000,,9999-12-31 00:00:00,,N,Sales_Collect_JY : store_20250210042918.csv,0019076986,BJ MAX group sale store,,,,,,,
917,CHN_TP14,DSBH_CHN_TP14,Shaanxi 5 ring group sale store,2,10,Mainland,West,Shanxi,Xi'an,BH,TP14,0.0000,,,,,,,,2019-01-01 00:00:00,Qing Yan,Open,2025-02-10 13:33:24.883651,2025-02-10 05:35:13.021133,-1,0.0000,,9999-12-31 00:00:00,,N,Sales_Collect_JY : store_20250210042918.csv,0019071656,Shaanxi 5 ring group sale store,,,,,,,
