store_sid,store_master_code,store_last_code,store_last_name,channel_sid,customer_sid,country,region,province,city,store_type,short_name,space,b1_wh,store_branch_type,ship_to_type,b1_code,store_id,replenishment_arrival_date,location_id,open_date,last_dis_manager,status,hdetl_date,update_date,process_log_id,area,cluster,close_date,sit_code,comp_keep,source_sys,sap_customer_code,store_local_name,address1,address2,phone1,zip,phone2,store_no,subchannel
67,CHN_0279,DSBH_CHN_0279,Harbin Shenhe Dacheng Sports C,2,7,Mainland,North,Heilongjiang,Harbin,BH,0279,180.0000,,,,,,,,2015-06-23 00:00:00,Qing Yan,Closed,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,208546,180.0000,B,2022-02-28 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071683,Harbin Shenhe Dacheng Sports C,,,,,,,
17,CHN_0156,DSBH_CHN_0156R,Sanliton,2,5,Mainland,North,Beijing,Beijing,BH,0156,300.0000,,,,,2004,,,2018-01-01 00:00:00,Qing Yan,Closed,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,300.0000,A,2022-10-31 00:00:00,,Y,Sales_Collect_JY : store_20250217042924.csv,0019078973,Sanliton,,,,,,,
87,CHN_0329,DSBH_CHN_0329,Xiamen Jimei Wanda Plaza SM,2,1,Mainland,South,Fujian,Xiamen,BH,0329,91.0000,,,,,,,,2015-09-17 00:00:00,Qing Yan,Closed,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,91.0000,C,2021-09-01 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071726,Xiamen Jimei Wanda Plaza SM,,,,,,,
18,CHN_0158,DSBH_CHN_0158,Harbin Daoli Sego Sports SM,2,7,Mainland,North,Heilongjiang,Harbin,BH,0158,102.0000,,,,,,,,2014-04-10 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,102.0000,C,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071683,Harbin Daoli Sego Sports SM,,,,,,,
101,CHN_0355,DSBH_CHN_0355RR,Xi'an Yantai Saga Shopping Mall SM - Relocation,2,10,Mainland,West,Shaanxi,Xian,BH,0355,196.0000,,,,,,,,2021-09-01 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,196.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071656,西安赛格国际购物中心,陕西省西安市雁塔区长安中路123号赛格国际购物中心5F,,029-89329528,,,,
21,CHN_0167,DSBH_CHN_0167R,UNDER ARMOUR 重庆世纪新都店,2,6,Mainland,West,Chongqing,Chongqing,BH,0167,257.0000,,,,,,,,2016-11-12 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,257.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071658,重庆世纪新都店,重庆市江北区观音桥新世纪百货6楼UA专柜,,,,13627659779,,
103,CHN_0359,DSBH_CHN_0359,Kunming Wuhua Shuncheng mall SM,2,9,Mainland,South,Yunnan,Kunming,BH,0359,195.0000,,,,,,,,2015-10-20 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,195.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019087569,昆明顺城购物中心UA专卖店,云南省昆明市五华区东风西路11号顺城购物中心负一层1-09A、1-09B商铺,,,,15924752441,,
34,CHN_0193,DSBH_CHN_0193,Jinan Yuhan Yinzuo SM,2,20,Mainland,YY,Shandong,Jinan,BH,0193,320.0000,,,,,2056,,,2014-09-07 00:00:00,Owen Chen,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,320.0000,A,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071674,Jinan Yuhan Yinzuo SM,,,,,,,
109,CHN_0367,DSBH_CHN_0367R,Xiamen Siming the Atlantic Rai,2,1,Mainland,South,Fujian,Xiamen,BH,0367,172.0000,,,,,2329,,,2018-08-17 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,172.0000,B,9999-12-31 00:00:00,,Y,Sales_Collect_JY : store_20250217042924.csv,0019071726,Xiamen Siming the Atlantic Rai,,,,,,,
48,CHN_0215,DSBH_CHN_0215,Guangzhou Yuexiu Guangbai DS(c,2,17,Mainland,South,Guangdong,Guangzhou,BH,0215,77.0000,,,,,,,,2014-12-12 00:00:00,N/A,Closed,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,77.0000,C,2017-07-17 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071664,Guangzhou Yuexiu Guangbai DS(c,,,,,,,
143,CHN_0456,DSBH_CHN_0456,Beijing Shunyi Shine hills Mal,2,5,Mainland,North,Beijing,Beijing,BH,0456,520.0000,,,,,,,,2016-05-21 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,520.0000,AA,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019078973,Beijing Shunyi Shine hills Mal,,,,,,,
63,CHN_0271,DSBH_CHN_0271,Shenyang  Shenhe Zhongjie Xing,2,7,Mainland,North,Liaoning,Shenyang,BH,0271,130.0000,,,,,,,,2015-05-24 00:00:00,Qing Yan,Closed,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,130.0000,C,2019-12-06 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071683,Shenyang  Shenhe Zhongjie Xing,,,,,,,
162,CHN_0519,DSBH_CHN_0519,Zhenjiang Zhongshan East Sunin,2,2,Mainland,East,Jiangsu,Zhenjiang,BH,0519,231.0000,,,,,,,,2016-06-09 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,231.0000,B,9999-12-31 00:00:00,,Y,Sales_Collect_JY : store_20250217042924.csv,0019071673,Zhenjiang Zhongshan East Sunin,,,,,,,
69,CHN_0285,DSBH_CHN_0285,Qingdao Shinan Mykal DS,2,20,Mainland,YY,Shandong,Qingdao,BH,0285,160.0000,,,,,,,,2015-07-22 00:00:00,Owen Chen,Closed,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,160.0000,B,2019-07-01 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071674,Qingdao Shinan Mykal DS,,,,,,,
166,CHN_0551,DSBH_CHN_0551,Kunming Zhengyi Road SF,2,9,Mainland,South,Yunnan,Kunming,BH,0551,170.0000,,,,,,,,2016-07-05 00:00:00,Qing Yan,Closed,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,170.0000,B,2021-07-02 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019087569,Kunming Zhengyi Road SF,,,,,,,
73,CHN_0290,DSBH_CHN_0290,Wuxi Chong an Commercial Mansi,2,2,Mainland,East,Jiangsu,Wuxi,BH,0290,81.0000,,,,,,,,2015-07-25 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,81.0000,C,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071673,Wuxi Chong an Commercial Mansi,,,,,,,
173,CHN_0573,DSBH_CHN_0573,Shanxi zhongda guoji,2,51,Mainland,YY,Shaanxi,Xian,BH,0573,278.0000,,,,,2150,,,2019-06-01 00:00:00,Owen Chen,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,278.0000,B,9999-12-31 00:00:00,,Y,Sales_Collect_JY : store_20250217042924.csv,0019072178,Shanxi zhongda guoji,,,,,,,
81,CHN_0305,DSBH_CHN_0305,Xi'an Beilin Nan Avenue Novo DS Renovation,2,10,Mainland,West,Shaanxi,Xian,BH,0305,97.0000,,,,,,,,2022-09-30 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,97.0000,C,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071656,西安碑林NOVO,陕西省西安市碑林区南大街80号五环体育NOVO店2F,,029-87231479,,,,
175,CHN_0575,DSBH_CHN_0575,ChangChun Eurasia SM,2,5,Mainland,North,Jilin,Changchun,BH,0575,308.0000,,,,,,,,2016-09-21 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,308.0000,A,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019078973,ChangChun Eurasia SM,,,,,,,
82,CHN_0307,DSBH_CHN_0307R,Nanjing Xinjiekou Golden Eagle DS Relocation,2,2,Mainland,East,Jiangsu,Nanjing,BH,0307,153.0000,,,,,,,,2020-01-12 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,153.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071673,南京新街口金鹰特卖,,,,,,,
176,CHN_0581,DSBH_CHN_0581,Kunming Parkson,2,9,Mainland,South,Yunnan,Kunming,BH,0581,90.0000,,,,,,,,2016-10-01 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,90.0000,C,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019087569,昆明柏联百盛5楼UA专卖店,云南省昆明市五华区三市街6号柏联广场5F,,,,15912171573,,
86,CHN_0325,DSBH_CHN_0325RR,Shenyang Hepin Mix City SM BHCC Renovation,2,7,Mainland,North,Liaoning,Shenyang,BH,0325,172.0000,,,,,,,,2023-03-25 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,172.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071683,Shenyang Hepin Mix City SM BHCC Renovation,,,000-0000,,00000000,,线下
188,CHN_0606,DSBH_CHN_0606,Shenyang Joy City SM,2,7,Mainland,North,Liaoning,Shenyang,BH,0606,457.0000,,,,,,,,2016-10-01 00:00:00,Qing Yan,Closed,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,457.0000,AA,2020-08-16 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071683,Shenyang Joy City SM,,,,,,,
93,CHN_0338,DSBH_CHN_0338R,Changsha Wuyi Square Wangfujin,2,3,Mainland,South,Hunan,Changsha,BH,0338,200.0000,,,,,,,,2017-06-06 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,200.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071681,Changsha Wuyi Square Wangfujin,,,,,,,
199,CHN_0619,DSBH_CHN_0619,Changshu Incity SM,2,2,Mainland,East,Jiangsu,changshu,BH,0619,336.0000,,,,,,,,2016-12-17 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,336.0000,A,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071673,Changshu Incity SM,,,,,,,
94,CHN_0339,DSBH_CHN_0339,UNDER ARMOUR 成都凯德广场新南店,2,6,Mainland,West,Sichuan,Chengdu,BH,0339,126.0000,,,,,,,,2015-09-26 00:00:00,Qing Yan,Closed,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,126.0000,C,2025-01-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071658,成都凯德广场新南店,四川省成都市武侯区盛和一路99号凯德新南广场负一楼UA专柜,,18215540924,,,,
221,CHN_0652,DSBH_CHN_0652,Xuzhou Golden Eagle DS,2,2,Mainland,East,Jiangsu,Xuzhou,BH,0652,300.0000,,,,,,,,2016-12-10 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,300.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071673,Xuzhou Golden Eagle DS,,,,,,,
142,CHN_0453,DSBH_CHN_0453,Xining East City Wangfujing SM,2,10,Mainland,West,Qinghai,Xining,BH,0453,160.0000,,,,,2128,,,2016-09-09 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,160.0000,B,9999-12-31 00:00:00,,Y,Sales_Collect_JY : store_20250217042924.csv,0019071656,西宁王府井B馆,青海省西宁市城中区西大街40号王府井百货四楼,,"0971-6515750 ",,,,
226,CHN_0657,DSBH_CHN_0657R,Guiyang Estee SM,2,9,Mainland,South,Guizhou,Guiyang,BH,0657,360.0000,,,,,,,,2024-09-01 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,360.0000,A,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019087569,贵阳逸天城,贵州省贵阳市南明区市南路42号国贸逸天城购物中心F2,,,,,,线下
144,CHN_0457,DSBH_CHN_0457,Suzhou Industrial Incity SM,2,2,Mainland,East,Jiangsu,Suzhou,BH,0457,307.0000,,,,,,,,2016-04-27 00:00:00,Qing Yan,Closed,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,211968,307.0000,B,2022-03-15 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071673,Suzhou Industrial Incity SM,,,,,,,
234,CHN_0666,DSBH_CHN_0666R,Changchun Ouya Commercial Capi,2,5,Mainland,North,Jilin,Changchun,BH,0666,330.0000,,,,,2165,,,2018-01-01 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,330.0000,A,9999-12-31 00:00:00,,Y,Sales_Collect_JY : store_20250217042924.csv,0019078973,Changchun Ouya Commercial Capi,,,,,,,
145,CHN_0458,DSBH_CHN_0458,Wenzhou Ouhai Mix City SM,2,2,Mainland,East,Zhejiang,Wenzhou,BH,0458,211.0000,,,,,,,,2016-04-30 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,211.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071673,Wenzhou Ouhai Mix City SM,,,,,,,
246,CHN_0711,DSBH_CHN_0711,Xiamen Siming Zhonghua City SM,2,1,Mainland,South,Fujian,Xiamen,BH,0711,340.0000,,,,,,,,2017-01-19 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,340.0000,A,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071726,Xiamen Siming Zhonghua City SM,,,,,,,
156,CHN_0494,DSBH_CHN_0494,Harbin Nangang Yuanda DS,2,7,Mainland,North,Heilongjiang,Harbin,BH,0494,140.0000,,,,,,,,2016-09-14 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,140.0000,C,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071683,Harbin Nangang Yuanda DS,,,,,,,
255,CHN_0738,DSBH_CHN_0738,Wuhu Suning MS,2,16,Mainland,YY,Anhui,Wuhu,BH,0738,200.0000,,,,,2202,,,2017-06-10 00:00:00,Owen Chen,Closed,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,200.0000,B,2021-06-10 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071668,Wuhu Suning MS,,,,,,,
180,CHN_0592,DSBH_CHN_0592,Tangshan Lubei Aegean DS,2,8,Mainland,North,Hebei,Tangshan,BH,0592,301.0000,,,,,,,,2016-09-16 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,301.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071670,Tangshan Lubei Aegean DS,,,,,,,
270,CHN_0809,DSBH_CHN_0809,Xiamen Robinson Shopping Plaza,2,1,Mainland,South,Fujian,Xiamen,BH,0809,180.0000,,,,,,,,2017-04-28 00:00:00,Qing Yan,Closed,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,180.0000,B,2020-04-30 00:00:00,,N,Sales_Collect_JY : store_20250217042924.csv,0019071726,Xiamen Robinson Shopping Plaza,,,,,,,
183,CHN_0595,DSBH_CHN_0595,Shanghai Global Harbor-closed,2,15,Mainland,East,Shanghai,Shanghai,BH,0595,139.0000,,,,,2135,,,2016-09-30 00:00:00,,Closed,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,139.0000,C,2018-07-09 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071680,Shanghai Global Harbor-closed,,,,,,,
271,CHN_0810,DSBH_CHN_0810,Beijing Hanguan DS Youth,2,15,Mainland,Youth,Beijing,Beijing,BH,0810,74.0000,,,,,,,,2017-04-20 00:00:00,David Li,Closed,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,74.0000,D,2020-04-21 00:00:00,,N,Sales_Collect_JY : store_20250217042924.csv,0019071680,Beijing Hanguan DS Youth,,,,,,,
195,CHN_0615,DSBH_CHN_0615,Chengdu Guoxin Global Mall You,2,15,Mainland,Youth,Sichuan,Chengdu,BH,0615,90.0000,,,,,,,,2016-09-20 00:00:00,David Li,Closed,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,90.0000,C,2019-11-01 00:00:00,,N,Sales_Collect_JY : store_20250217042924.csv,0019071680,Chengdu Guoxin Global Mall You,,,,,,,
295,CHN_0866,DSBH_CHN_0866,"Shanghai New World Daimaru DS ",2,15,Mainland,Youth,Shanghai,Shanghai,BH,0866,71.0000,,,,,,,,2017-05-13 00:00:00,David Li,Closed,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,71.0000,D,2020-04-15 00:00:00,,N,Sales_Collect_JY : store_20250217042924.csv,0019071680,"Shanghai New World Daimaru DS ",,,,,,,
227,CHN_0658,DSBH_CHN_0658,Jinhua Fashion DS,2,2,Mainland,East,Zhejiang,Jinhua,BH,0658,195.0000,,,,,,,,2016-10-01 00:00:00,Qing Yan,Closed,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,195.0000,B,2024-09-30 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071673,Jinhua Fashion DS,,,,,,,
297,CHN_0877,DSBH_CHN_0877,Wuxi Commercial Building DS Yo,2,15,Mainland,Youth,Zhejiang,Wuxi,BH,0877,61.0000,,,,,,,,2017-08-17 00:00:00,,Closed,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,61.0000,Youth-VIP,2019-06-30 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071680,Wuxi Commercial Building DS Yo,,,,,,,
229,CHN_0660,DSBH_CHN_0660,Nantong Zhongnan City SM,2,2,Mainland,East,Jiangsu,Nantong,BH,0660,294.0000,,,,,,,,2016-11-30 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,294.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071673,Nantong Zhongnan City SM,,,,,,,
337,CHN_1012,DSBH_CHN_1012,Tianjin Jinyuanbao DS Youth,2,83,Mainland,Youth,Tianjin,Tianjin,BH,1012,80.0000,,,,,,,,2017-09-22 00:00:00,Owen Chen,Closed,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,80.0000,Youth-VIP,2021-05-09 00:00:00,,Y,Sales_Collect_JY : store_20250217042924.csv,0019075766,天津金元宝商厦,,,,,,,
245,CHN_0710,DSBH_CHN_0710R,Hefei Binhu Parkson DS Relocation,2,16,Mainland,YY,Anhui,Hefei,BH,0710,230.0000,,,,,,,,2019-11-16 00:00:00,Owen Chen,Closed,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,230.0000,B,2020-01-15 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071668,Hefei Binhu Parkson DS Relocation,,,,,,,
340,CHN_1021,DSBH_CHN_1021,Ningbo Yinzhou Global Intime C,2,2,Mainland,East,Zhejiang,Ningbo,BH,1021,300.0000,,,,,,,,2017-09-30 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,300.0000,A,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071673,Ningbo Yinzhou Global Intime C,,,,,,,
261,CHN_0757,DSBH_CHN_0757,"Chengdu Yintai Centre In99 SM ",2,15,Mainland,Youth,Sichuan,Chengdu,BH,0757,90.0000,,,,,,,,2017-04-08 00:00:00,David Li,Closed,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,90.0000,C,2020-03-31 00:00:00,,N,Sales_Collect_JY : store_20250217042924.csv,0019071680,"Chengdu Yintai Centre In99 SM ",,,,,,,
342,CHN_1037,DSBH_CHN_1037,"Jilin Songyuan Ningjiang Ouya ",2,7,Mainland,North,Jilin,Songyuan,BH,1037,236.0000,,,,,,,,2017-09-30 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,236.0000,B,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071683,"Jilin Songyuan Ningjiang Ouya ",,,000-0000,,00000000,,线下
264,CHN_0773,DSBH_CHN_0773,Xi'an Mix City,2,51,Mainland,YY,Shaanxi,Xian,BH,0773,357.0000,,,,,2184,,,2019-06-01 00:00:00,Owen Chen,Closed,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,357.0000,A,2021-12-12 00:00:00,,Y,Sales_Collect_JY : store_20250217042924.csv,0019072178,Xi'an Mix City,,,,,,,
352,CHN_1062,DSBH_CHN_1062,Shenyang Hunnan Mix City SM Youth,2,83,Mainland,North,Liaoning,Shenyang,BH,1062,89.0000,,,,,,,,2020-07-01 00:00:00,Owen Chen,Closed,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,89.0000,Youth-VIP,2021-01-05 00:00:00,,Y,Sales_Collect_JY : store_20250217042924.csv,0019075766,Shenyang Hunnan Mix City SM Youth,,,,,,,
281,CHN_0840,DSBH_CHN_0840,Taiyuan Beimei,2,11,Mainland,North,Shanxi,Taiyuan,BH,0840,643.0000,,,,,,,,2017-04-29 00:00:00,Qing Yan,Open,2025-02-17 13:33:23.819407,2025-02-17 05:35:13.173347,-1,643.0000,AAA,9999-12-31 00:00:00,,,Sales_Collect_JY : store_20250217042924.csv,0019071662,Taiyuan Beimei,,,,,,,
